ATT_Roll,ATT_Pitch,ATT_Yaw,ATT_RollRate,ATT_PitchRate,ATT_YawRate,ATT_GX,ATT_GY,ATT_GZ,ATSP_RollSP,ATSP_PitchSP,ATSP_YawSP,ATSP_ThrustSP,MATS_RollSP,MATS_PitchSP,MATS_YawSP,MATS_ThrustSP,FATS_RollSP,FATS_PitchSP,FATS_YawSP,FATS_ThrustSP,IMU_AccX,IMU_AccY,IMU_AccZ,IMU_GyroX,IMU_GyroY,IMU_GyroZ,IMU_MagX,IMU_MagY,IMU_MagZ,IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyroX,IMU1_GyroY,IMU1_GyroZ,IMU1_MagX,IMU1_MagY,IMU1_MagZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU2_GyroX,IMU2_GyroY,IMU2_GyroZ,IMU2_MagX,IMU2_MagY,IMU2_MagZ,SENS_BaroPres,SENS_BaroAlt,SENS_BaroTemp,SENS_DiffPres,SENS_DiffPresFilt,LPOS_X,LPOS_Y,LPOS_Z,LPOS_Dist,LPOS_DistR,LPOS_VX,LPOS_VY,LPOS_VZ,LPOS_RLat,LPOS_RLon,LPOS_RAlt,LPOS_PFlg,LPOS_LFlg,LPOS_GFlg,LPOS_EPH,LPOS_EPV,LPSP_X,LPSP_Y,LPSP_Z,LPSP_Yaw,GPS_GPSTime,GPS_Fix,GPS_EPH,GPS_EPV,GPS_Lat,GPS_Lon,GPS_Alt,GPS_VelN,GPS_VelE,GPS_VelD,GPS_Cog,GPS_nSat,GPS_SNR,GPS_N,GPS_J,ATTC_Roll,ATTC_Pitch,ATTC_Yaw,ATTC_Thrust,MATC_Roll,MATC_Pitch,MATC_Yaw,MATC_Thrust,FATC_Roll,FATC_Pitch,FATC_Yaw,FATC_Thrust,STAT_MainState,STAT_ArmState,STAT_FailsafeState,STAT_BatRem,STAT_BatWarn,STAT_Landed,RC_Ch0,RC_Ch1,RC_Ch2,RC_Ch3,RC_Ch4,RC_Ch5,RC_Ch6,RC_Ch7,RC_Count,RC_SignalLost,OUT0_Out0,OUT0_Out1,OUT0_Out2,OUT0_Out3,OUT0_Out4,OUT0_Out5,OUT0_Out6,OUT0_Out7,OUT1_Out0,OUT1_Out1,OUT1_Out2,OUT1_Out3,OUT1_Out4,OUT1_Out5,OUT1_Out6,OUT1_Out7,AIRS_IndSpeed,AIRS_TrueSpeed,AIRS_AirTemp,ARSP_RollRateSP,ARSP_PitchRateSP,ARSP_YawRateSP,MARS_RollRateSP,MARS_PitchRateSP,MARS_YawRateSP,FARS_RollRateSP,FARS_PitchRateSP,FARS_YawRateSP,FLOW_RawX,FLOW_RawY,FLOW_CompX,FLOW_CompY,FLOW_Dist,FLOW_Q,FLOW_SensID,GPOS_Lat,GPOS_Lon,GPOS_Alt,GPOS_VelN,GPOS_VelE,GPOS_VelD,GPOS_EPH,GPOS_EPV,GPOS_TALT,GPSP_NavState,GPSP_Lat,GPSP_Lon,GPSP_Alt,GPSP_Yaw,GPSP_Type,GPSP_LoitR,GPSP_LoitDir,GPSP_PitMin,ESC_count,ESC_nESC,ESC_Conn,ESC_N,ESC_Ver,ESC_Adr,ESC_Volt,ESC_Amp,ESC_RPM,ESC_Temp,ESC_SetP,ESC_SetPRAW,GVSP_VX,GVSP_VY,GVSP_VZ,BATT_V,BATT_VFilt,BATT_C,BATT_Discharged,DIST_Bottom,DIST_BottomRate,DIST_Flags,TEL0_RSSI,TEL0_RemRSSI,TEL0_Noise,TEL0_RemNoise,TEL0_RXErr,TEL0_Fixed,TEL0_TXBuf,TEL0_HbTime,TEL1_RSSI,TEL1_RemRSSI,TEL1_Noise,TEL1_RemNoise,TEL1_RXErr,TEL1_Fixed,TEL1_TXBuf,TEL1_HbTime,TEL2_RSSI,TEL2_RemRSSI,TEL2_Noise,TEL2_RemNoise,TEL2_RXErr,TEL2_Fixed,TEL2_TXBuf,TEL2_HbTime,TEL3_RSSI,TEL3_RemRSSI,TEL3_Noise,TEL3_RemNoise,TEL3_RXErr,TEL3_Fixed,TEL3_TXBuf,TEL3_HbTime,EST0_s0,EST0_s1,EST0_s2,EST0_s3,EST0_s4,EST0_s5,EST0_s6,EST0_s7,EST0_s8,EST0_s9,EST0_s10,EST0_s11,EST0_nStat,EST0_fNaN,EST0_fHealth,EST0_fTOut,EST1_s12,EST1_s13,EST1_s14,EST1_s15,EST1_s16,EST1_s17,EST1_s18,EST1_s19,EST1_s20,EST1_s21,EST1_s22,EST1_s23,EST1_s24,EST1_s25,EST1_s26,EST1_s27,PWR_Periph5V,PWR_Servo5V,PWR_RSSI,PWR_UsbOk,PWR_BrickOk,PWR_ServoOk,PWR_PeriphOC,PWR_HipwrOC,VICN_X,VICN_Y,VICN_Z,VICN_Roll,VICN_Pitch,VICN_Yaw,VISN_X,VISN_Y,VISN_Z,VISN_VX,VISN_VY,VISN_VZ,VISN_QuatX,VISN_QuatY,VISN_QuatZ,VISN_QuatW,GS0A_s0,GS0A_s1,GS0A_s2,GS0A_s3,GS0A_s4,GS0A_s5,GS0A_s6,GS0A_s7,GS0A_s8,GS0A_s9,GS0A_s10,GS0A_s11,GS0A_s12,GS0A_s13,GS0A_s14,GS0A_s15,GS0B_s0,GS0B_s1,GS0B_s2,GS0B_s3,GS0B_s4,GS0B_s5,GS0B_s6,GS0B_s7,GS0B_s8,GS0B_s9,GS0B_s10,GS0B_s11,GS0B_s12,GS0B_s13,GS0B_s14,GS0B_s15,GS1A_s0,GS1A_s1,GS1A_s2,GS1A_s3,GS1A_s4,GS1A_s5,GS1A_s6,GS1A_s7,GS1A_s8,GS1A_s9,GS1A_s10,GS1A_s11,GS1A_s12,GS1A_s13,GS1A_s14,GS1A_s15,GS1B_s0,GS1B_s1,GS1B_s2,GS1B_s3,GS1B_s4,GS1B_s5,GS1B_s6,GS1B_s7,GS1B_s8,GS1B_s9,GS1B_s10,GS1B_s11,GS1B_s12,GS1B_s13,GS1B_s14,GS1B_s15,TECS_ASP,TECS_AF,TECS_FSP,TECS_F,TECS_AsSP,TECS_AsF,TECS_AsDSP,TECS_AsD,TECS_EE,TECS_ERE,TECS_EDE,TECS_EDRE,TECS_PtchI,TECS_ThrI,TECS_M,WIND_X,WIND_Y,WIND_CovX,WIND_CovY,ENCD_cnt0,ENCD_vel0,ENCD_cnt1,ENCD_vel1,EKFG_lat,EKFG_lon,EKFG_posTestRatio,EKFG_posFailTime,MISS_seq_curt,HOME_lat,HOME_lon,HOME_alt,MAN_pitch,MAN_roll,MAN_yaw,MAN_thrust,THRS_x,THRS_y,THRS_z,VBAT_v0,VBAT_v1,VBAT_v2,VBAT_v3,VBAT_v4,VBAT_v5,VTOL_Mode,VTOL_Weight,VTOL_Tilt,TIME_StartTime
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01315525,-0.003264204,-0.029069936,0.000264973,0.001527794,-0.001190828,0,0,0,,,,,0.003132643,0.006041525,-0.028865438,0,,,,,0.317517251,0.009313975,-9.83911705,-0.001980144,0.00123158,-0.000365618,0.353613585,-0.041235123,0.331724137,,,,,,,,,,,,,,,,,,,1027.789917,-120.3357086,34.30999756,-3.494886398,-2.089855433,-0.006592751,0.00184232,-0.021602631,0,0,0.464804262,-0.143372595,0.015220706,34.1033966,134.4492162,8.565540314,31,0,0,0,0,7.105104923,0.465092659,-1.184423447,-0.024779558,1.51E+15,3,0.516000032,0.770000041,34.1033921,134.4492179,9.760000229,-0.023000002,-0.006,-0.051000003,0.946428835,11,0,121,8,,,,,0.016655378,0.005108611,0.001574997,0,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,909,909,909,909,909,909,909,909,0,0,0,0,0,0.925000012,0,0,0,0,15.98840237,,,,0.048858978,0.027920209,0.00050234,,,,0,0,0,0,0,0,0,34.1033966,134.4492162,8.588151932,0.464804262,-0.143372595,0.015220706,0.516000032,0.770000041,-1,,,,,,,,,,44986,127,208,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664132562
-0.01315525,-0.003264204,-0.029069936,0.000264973,0.001527794,-0.001190828,0,0,0,,,,,0.003132643,0.006041525,-0.028865438,0,,,,,0.317517251,0.009313975,-9.83911705,-0.001980144,0.00123158,-0.000365618,0.353613585,-0.041235123,0.331724137,,,,,,,,,,,,,,,,,,,1027.789917,-120.3357086,34.30999756,-3.494886398,-2.089855433,-0.006592751,0.00184232,-0.021602631,0,0,0.464804262,-0.143372595,0.015220706,34.1033966,134.4492162,8.565540314,31,0,0,0,0,7.105104923,0.465092659,-1.184423447,-0.024779558,1.51E+15,3,0.516000032,0.770000041,34.1033921,134.4492179,9.760000229,-0.023000002,-0.006,-0.051000003,0.946428835,11,0,121,8,,,,,0.016655378,0.005108611,0.001574997,0,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,909,909,909,909,909,909,909,909,0,0,0,0,0,0.925000012,0,0,0,0,15.98840237,,,,0.048858978,0.027920209,0.00050234,,,,0,0,0,0,0,0,0,34.1033966,134.4492162,8.588151932,0.464804262,-0.143372595,0.015220706,0.516000032,0.770000041,-1,,,,,,,,,,44986,127,208,102,0,0,1.40E-43,1.10E-19,5,0,nan,0,0,0,2.5,,,,,0.000165556,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664132562
-0.013127745,-0.003224866,-0.028854916,0.001101064,-0.000205026,-0.005233023,0,0,0,,,,,0.003132643,0,-0.028865438,0,,,,,0.274623632,0.200746417,-9.830950737,0.00140887,-0.000958165,-0.005687497,0.360318691,-0.047326654,0.330812305,,,,,,,,,,,,,,,,,,,1027.789917,-120.3357086,34.30999756,-0.762472153,-2.104396105,-0.009603024,0.003187895,-0.021746635,0,0,0.4619115,-0.1403597,0.014392721,34.1033966,134.4492162,8.565540314,31,0,0,0,0,7.105104923,0.465092659,-1.184423447,-0.024779558,1.51E+15,3,0.51700002,0.773000062,34.1033919,134.4492179,9.73900032,-0.001,0.021000002,0.017000001,0.946428835,11,0,109,7,,,,,0.013309029,0.00288846,0.005452876,0,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,916,916,916,916,916,916,916,916,0,0,0,0,0,0.925000012,0,0,0,0,15.99697781,,,,0.048781037,0.009674877,1.12E-05,,,,0,0,0,0,0,0,0,34.1033965,134.4492162,8.588295937,0.4619115,-0.1403597,0.014392721,0.516000032,0.770000041,-1,,,,,,,,,,20364,159,243,2,0,0,0,0.273205787,0,0,0,257,0,0,2.5,,,,,0.000165556,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664311891
-0.013057246,-0.003179127,-0.028989477,0.004850592,-2.56E-06,-0.003989982,0,0,0,,,,,0.003132643,0,-0.028865438,0,,,,,0.215721756,0.077590823,-9.803920746,0.005133361,-0.000364048,-0.001271282,0.353613585,-0.049937315,0.334459633,,,,,,,,,,,,,,,,,,,1027.859985,-120.9116974,34.31999969,-0.553010941,-2.078328609,-0.010022163,0.00355345,-0.021584034,0,0,0.462675363,-0.137671903,0.014492263,34.1033966,134.4492162,8.565540314,31,0,0,0,0,7.105104923,0.465092659,-1.184423447,-0.024779558,1.51E+15,3,0.51700002,0.773000062,34.1033919,134.4492179,9.73900032,-0.001,0.021000002,0.017000001,0.946428835,11,0,109,7,,,,,0.010814463,0.001537474,0.004075429,0,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,917,917,917,917,917,917,917,917,0,0,0,0,0,0.925000012,0,0,0,0,15.99983692,,,,0.048569564,0.009538917,0.000279667,,,,0,0,0,0,0,0,0,34.1033965,134.4492162,8.588132858,0.462675363,-0.137671903,0.014492263,0.51700002,0.773000062,-1,,,,,,,,,,55490,85,255,84,0,57696,0,0,0,0,0,0,0,0,2.5,16.23600006,16.21071625,0,0.000165556,0.000165556,0,1,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,0.999872506,-0.0065693,-0.001482872,-0.014479332,0.461197466,-0.138852954,0.01434247,6.891813755,0.467854381,-3.657239914,4.06E-06,4.08E-07,23,0,95,0,4.82E-05,-0.000163357,0,0,0.309792131,-0.033823818,0.336049497,1.00E-06,1.00E-06,1.00E-06,0,0,0,0,0,0,5.164306641,5.164306641,4.76E-44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.005128205,1,0,,,,,,,,,,1,1,0,664332854
-0.012955975,-0.003179384,-0.028983835,0.002833518,0.000695301,0.002047769,0,0,0,,,,,0.003132643,0,-0.028865438,0,,,,,0.13439174,-0.052519076,-9.853717804,0.001077982,0.000994312,0.002416099,0.358402938,-0.04297556,0.330812305,,,,,,,,,,,,,,,,,,,1027.829956,-120.6648483,34.31999969,-1.504922867,-2.054835796,-0.012353897,0.004598439,-0.017508745,0,0,0.46156159,-0.137604818,0.015551014,34.1033966,134.4492162,8.565540314,31,0,0,0,0,7.105104923,0.465092659,-1.184423447,-0.024779558,1.51E+15,3,0.51700002,0.773000062,34.1033919,134.4492179,9.73900032,-0.001,0.021000002,0.017000001,0.946428835,11,0,109,7,,,,,0.015498894,0.001033708,-0.001962947,0,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,917,917,917,917,917,917,917,917,0,0,0,0,0,0.925000012,0,0,0,0,16.01555824,,,,0.04826574,0.00953963,0.000268037,,,,0,0,0,0,0,0,0,34.1033965,134.4492162,8.584057808,0.46156159,-0.137604818,0.015551014,0.51700002,0.773000062,-1,,,,,,,,,,8296,221,31,6,0,0,0,0,0,0,0,0,0,0,2.5,16.24419975,16.21076012,0,0.000165556,0.000165556,0,1,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,0.999872506,-0.0065693,-0.001482872,-0.014479332,0.461197466,-0.138852954,0.01434247,6.891813755,0.467854381,-3.657239914,4.06E-06,4.08E-07,23,0,95,0,4.82E-05,-0.000163357,0,0,0.309792131,-0.033823818,0.336049497,1.00E-06,1.00E-06,1.00E-06,0,0,0,0,0,0,5.164306641,5.164306641,4.76E-44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.005128205,1,0,,,,,,,,,,1,1,0,664355686
-0.012976182,-0.003197035,-0.028942721,-0.00280271,0.000240298,0.0020542,0,0,0,,,,,0.003132643,0,-0.028865438,0,,,,,0.196869224,0.142955422,-9.828724861,-0.002487631,0.00181418,0.002056402,0.361276567,-0.044715997,0.32807678,,,,,,,,,,,,,,,,,,,1027.839966,-120.7471313,34.31999969,0.708726883,-1.998603225,-0.011320591,0.004574031,-0.015645504,0,0,0.461280107,-0.13923195,0.015519713,34.1033966,134.4492162,8.565540314,31,0,0,0,0,7.105104923,0.465092659,-1.184423447,-0.024779558,1.51E+15,3,0.51700002,0.773000062,34.1033919,134.4492179,9.73900032,-0.001,0.021000002,0.017000001,0.946428835,11,0,109,7,,,,,0.015881935,0.002506403,-0.001830233,0,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,918,918,918,918,918,918,918,918,0,0,0,0,0,0.925000012,0,0,0,0,16.01555824,,,,0.048326358,0.009592198,0.000186118,,,,0,0,0,0,0,0,0,34.1033965,134.4492162,8.584057808,0.46156159,-0.137604818,0.015551014,0.51700002,0.773000062,-1,,,,,,,,,,8296,221,31,6,0,0,0,0,0,0,0,0,0,0,2.5,16.24419975,16.21076012,0,0.000165556,0.000165556,0,1,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,0.999872506,-0.0065693,-0.001482872,-0.014479332,0.461197466,-0.138852954,0.01434247,6.891813755,0.467854381,-3.657239914,4.06E-06,4.08E-07,23,0,95,0,4.82E-05,-0.000163357,0,0,0.309792131,-0.033823818,0.336049497,1.00E-06,1.00E-06,1.00E-06,0,0,0,0,0,0,5.164306641,5.164306641,4.76E-44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.005128205,1,0,,,,,,,,,,1,1,0,664377121
-0.012976182,-0.003197035,-0.028942721,-0.00280271,0.000240298,0.0020542,0,0,0,,,,,0.003132643,0,-0.028865438,0,,,,,0.196869224,0.142955422,-9.828724861,-0.002487631,0.00181418,0.002056402,0.361276567,-0.044715997,0.32807678,,,,,,,,,,,,,,,,,,,1027.839966,-120.7471313,34.31999969,0.708726883,-1.998603225,-0.011320591,0.004574031,-0.015645504,0,0,0.461280107,-0.13923195,0.015519713,34.1033966,134.4492162,8.565540314,31,0,0,0,0,7.105104923,0.465092659,-1.184423447,-0.024779558,1.51E+15,3,0.51700002,0.773000062,34.1033919,134.4492179,9.73900032,-0.001,0.021000002,0.017000001,0.946428835,11,0,109,7,,,,,0.015881935,0.002506403,-0.001830233,0,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,918,918,918,918,918,918,918,918,0,0,0,0,0,0.925000012,0,0,0,0,16.00269508,,,,0.048326358,0.009592198,0.000186118,,,,0,0,0,0,0,0,0,34.1033965,134.4492162,8.582195282,0.461280107,-0.13923195,0.015519713,0.51700002,0.773000062,-1,,,,,,,,,,36568,133,5,34,65535,65535,nan,nan,-1,nan,nan,65535,0,0,2.5,16.24419975,16.21076012,0,0.000165556,0.000165556,0,1,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,160,209,254,104,52831,16480,9,1.47E+11,0.999872506,-0.0065693,-0.001482872,-0.014479332,0.461197466,-0.138852954,0.01434247,6.891813755,0.467854381,-3.657239914,4.06E-06,4.08E-07,23,0,95,0,4.82E-05,-0.000163357,0,0,0.309792131,-0.033823818,0.336049497,1.00E-06,1.00E-06,1.00E-06,0,0,0,0,0,0,5.164306641,5.164306641,4.76E-44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.005128205,1,0,,,,,,,,,,1,1,0,664377121
-0.013010979,-0.003186137,-0.028865352,0.002705588,-0.000618544,0.000305592,0,0,0,,,,,0.003132643,0,-0.028865438,0,,,,,0.27634266,0.143533409,-9.818829536,0.003636856,-0.000813684,-0.000465334,0.356487185,-0.04384578,0.32807678,,,,,,,,,,,,,,,,,,,1027.819946,-120.5825653,34.29999924,-1.18142128,-1.961730003,-0.011838436,0.005033314,-0.015141964,0,0,0.461922973,-0.136251941,0.015364633,34.1033966,134.4492162,8.565540314,31,0,0,0,0,7.105104923,0.465092659,-1.184423447,-0.024779558,1.51E+15,3,0.51700002,0.773000062,34.1033919,134.4492179,9.73900032,-0.001,0.021000002,0.017000001,0.946428835,11,0,109,7,,,,,0.010883313,0.004208989,-8.02E-05,0,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,919,919,919,919,919,919,919,919,0,0,0,0,0,0.925000012,0,0,0,0,15.99126148,,,,0.048430756,0.00955878,3.13E-05,,,,0,0,0,0,0,0,0,34.1033965,134.4492162,8.581691742,0.461922973,-0.136251941,0.015364633,0.51700002,0.773000062,-1,,,,,,,,,,54011,53,220,52,8193,8000,0.5,2.10E-42,1153138688,1.08E-19,4.15E-34,20956,0,0,2.5,16.21960068,16.21074677,0,0.000165556,0.000165556,0,1,65,218,156,78,52831,16480,9,1.47E+11,65,218,156,78,52831,16480,9,1.47E+11,65,218,156,78,52831,16480,9,1.47E+11,65,218,156,78,52831,16480,9,1.47E+11,0.999873221,-0.006534008,-0.001499533,-0.014449613,0.460786462,-0.137809858,0.015418849,6.890172958,0.469284236,-3.651101589,4.06E-06,4.11E-07,23,0,95,0,4.82E-05,-0.000167484,0,0,0.309792131,-0.033823818,0.336049497,1.00E-06,1.00E-06,1.00E-06,0,0,0,0,0,0,5.162695408,5.162695408,4.76E-44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.005128205,1,0,,,,,,,,,,1,1,0,664401814
