ATT_Roll,ATT_Pitch,ATT_Yaw,ATT_RollRate,ATT_PitchRate,ATT_YawRate,ATT_GX,ATT_GY,ATT_GZ,ATSP_RollSP,ATSP_PitchSP,ATSP_YawSP,ATSP_ThrustSP,MATS_RollSP,MATS_PitchSP,MATS_YawSP,MATS_ThrustSP,FATS_RollSP,FATS_PitchSP,FATS_YawSP,FATS_ThrustSP,IMU_AccX,IMU_AccY,IMU_AccZ,IMU_GyroX,IMU_GyroY,IMU_GyroZ,IMU_MagX,IMU_MagY,IMU_MagZ,IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyroX,IMU1_GyroY,IMU1_GyroZ,IMU1_MagX,IMU1_MagY,IMU1_MagZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU2_GyroX,IMU2_GyroY,IMU2_GyroZ,IMU2_MagX,IMU2_MagY,IMU2_MagZ,SENS_BaroPres,SENS_BaroAlt,SENS_BaroTemp,SENS_DiffPres,SENS_DiffPresFilt,LPOS_X,LPOS_Y,LPOS_Z,LPOS_Dist,LPOS_DistR,LPOS_VX,LPOS_VY,LPOS_VZ,LPOS_RLat,LPOS_RLon,LPOS_RAlt,LPOS_PFlg,LPOS_LFlg,LPOS_GFlg,LPOS_EPH,LPOS_EPV,LPSP_X,LPSP_Y,LPSP_Z,LPSP_Yaw,GPS_GPSTime,GPS_Fix,GPS_EPH,GPS_EPV,GPS_Lat,GPS_Lon,GPS_Alt,GPS_VelN,GPS_VelE,GPS_VelD,GPS_Cog,GPS_nSat,GPS_SNR,GPS_N,GPS_J,ATTC_Roll,ATTC_Pitch,ATTC_Yaw,ATTC_Thrust,MATC_Roll,MATC_Pitch,MATC_Yaw,MATC_Thrust,FATC_Roll,FATC_Pitch,FATC_Yaw,FATC_Thrust,STAT_MainState,STAT_ArmState,STAT_FailsafeState,STAT_BatRem,STAT_BatWarn,STAT_Landed,RC_Ch0,RC_Ch1,RC_Ch2,RC_Ch3,RC_Ch4,RC_Ch5,RC_Ch6,RC_Ch7,RC_Count,RC_SignalLost,OUT0_Out0,OUT0_Out1,OUT0_Out2,OUT0_Out3,OUT0_Out4,OUT0_Out5,OUT0_Out6,OUT0_Out7,OUT1_Out0,OUT1_Out1,OUT1_Out2,OUT1_Out3,OUT1_Out4,OUT1_Out5,OUT1_Out6,OUT1_Out7,AIRS_IndSpeed,AIRS_TrueSpeed,AIRS_AirTemp,ARSP_RollRateSP,ARSP_PitchRateSP,ARSP_YawRateSP,MARS_RollRateSP,MARS_PitchRateSP,MARS_YawRateSP,FARS_RollRateSP,FARS_PitchRateSP,FARS_YawRateSP,FLOW_RawX,FLOW_RawY,FLOW_CompX,FLOW_CompY,FLOW_Dist,FLOW_Q,FLOW_SensID,GPOS_Lat,GPOS_Lon,GPOS_Alt,GPOS_VelN,GPOS_VelE,GPOS_VelD,GPOS_EPH,GPOS_EPV,GPOS_TALT,GPSP_NavState,GPSP_Lat,GPSP_Lon,GPSP_Alt,GPSP_Yaw,GPSP_Type,GPSP_LoitR,GPSP_LoitDir,GPSP_PitMin,ESC_count,ESC_nESC,ESC_Conn,ESC_N,ESC_Ver,ESC_Adr,ESC_Volt,ESC_Amp,ESC_RPM,ESC_Temp,ESC_SetP,ESC_SetPRAW,GVSP_VX,GVSP_VY,GVSP_VZ,BATT_V,BATT_VFilt,BATT_C,BATT_Discharged,DIST_Bottom,DIST_BottomRate,DIST_Flags,TEL0_RSSI,TEL0_RemRSSI,TEL0_Noise,TEL0_RemNoise,TEL0_RXErr,TEL0_Fixed,TEL0_TXBuf,TEL0_HbTime,TEL1_RSSI,TEL1_RemRSSI,TEL1_Noise,TEL1_RemNoise,TEL1_RXErr,TEL1_Fixed,TEL1_TXBuf,TEL1_HbTime,TEL2_RSSI,TEL2_RemRSSI,TEL2_Noise,TEL2_RemNoise,TEL2_RXErr,TEL2_Fixed,TEL2_TXBuf,TEL2_HbTime,TEL3_RSSI,TEL3_RemRSSI,TEL3_Noise,TEL3_RemNoise,TEL3_RXErr,TEL3_Fixed,TEL3_TXBuf,TEL3_HbTime,EST0_s0,EST0_s1,EST0_s2,EST0_s3,EST0_s4,EST0_s5,EST0_s6,EST0_s7,EST0_s8,EST0_s9,EST0_s10,EST0_s11,EST0_nStat,EST0_fNaN,EST0_fHealth,EST0_fTOut,EST1_s12,EST1_s13,EST1_s14,EST1_s15,EST1_s16,EST1_s17,EST1_s18,EST1_s19,EST1_s20,EST1_s21,EST1_s22,EST1_s23,EST1_s24,EST1_s25,EST1_s26,EST1_s27,PWR_Periph5V,PWR_Servo5V,PWR_RSSI,PWR_UsbOk,PWR_BrickOk,PWR_ServoOk,PWR_PeriphOC,PWR_HipwrOC,VICN_X,VICN_Y,VICN_Z,VICN_Roll,VICN_Pitch,VICN_Yaw,VISN_X,VISN_Y,VISN_Z,VISN_VX,VISN_VY,VISN_VZ,VISN_QuatX,VISN_QuatY,VISN_QuatZ,VISN_QuatW,GS0A_s0,GS0A_s1,GS0A_s2,GS0A_s3,GS0A_s4,GS0A_s5,GS0A_s6,GS0A_s7,GS0A_s8,GS0A_s9,GS0A_s10,GS0A_s11,GS0A_s12,GS0A_s13,GS0A_s14,GS0A_s15,GS0B_s0,GS0B_s1,GS0B_s2,GS0B_s3,GS0B_s4,GS0B_s5,GS0B_s6,GS0B_s7,GS0B_s8,GS0B_s9,GS0B_s10,GS0B_s11,GS0B_s12,GS0B_s13,GS0B_s14,GS0B_s15,GS1A_s0,GS1A_s1,GS1A_s2,GS1A_s3,GS1A_s4,GS1A_s5,GS1A_s6,GS1A_s7,GS1A_s8,GS1A_s9,GS1A_s10,GS1A_s11,GS1A_s12,GS1A_s13,GS1A_s14,GS1A_s15,GS1B_s0,GS1B_s1,GS1B_s2,GS1B_s3,GS1B_s4,GS1B_s5,GS1B_s6,GS1B_s7,GS1B_s8,GS1B_s9,GS1B_s10,GS1B_s11,GS1B_s12,GS1B_s13,GS1B_s14,GS1B_s15,TECS_ASP,TECS_AF,TECS_FSP,TECS_F,TECS_AsSP,TECS_AsF,TECS_AsDSP,TECS_AsD,TECS_EE,TECS_ERE,TECS_EDE,TECS_EDRE,TECS_PtchI,TECS_ThrI,TECS_M,WIND_X,WIND_Y,WIND_CovX,WIND_CovY,ENCD_cnt0,ENCD_vel0,ENCD_cnt1,ENCD_vel1,EKFG_lat,EKFG_lon,EKFG_posTestRatio,EKFG_posFailTime,MISS_seq_curt,HOME_lat,HOME_lon,HOME_alt,MAN_pitch,MAN_roll,MAN_yaw,MAN_thrust,THRS_x,THRS_y,THRS_z,VBAT_v0,VBAT_v1,VBAT_v2,VBAT_v3,VBAT_v4,VBAT_v5,VTOL_Mode,VTOL_Weight,VTOL_Tilt,TIME_StartTime
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.052371342,0.017372333,-1.472433805,0.003784568,-0.005890247,-0.006677664,0,0,0,,,,,0.003132643,0.231591806,-1.472610831,0,,,,,0.208734632,0.383037567,-9.758104324,0.00333504,-0.004641613,-0.007118412,0.068098359,0.322176933,0.323030978,,,,,,,,,,,,,,,,,,,1019.869995,-54.96055222,27.40999985,1.256364822,7.720653534,-0.003356099,-0.004858017,-0.013048649,0,0,-0.375038534,-0.016749712,0.025899962,34.1032477,134.4495964,10.03298855,31,0,0,0,0,,,,,1.51E+15,3,0.436000019,0.61500001,34.1032512,134.4495964,9.100000381,0.005,0.003,-0.004,2.369588137,14,0,127,6,,,,,0.094355561,0.517256618,0.016704766,0,,,,,0,2,0,1,0,0,,,,,,,,,,,906,906,906,906,906,906,906,906,0,0,0,0,0,0.949999988,0,0,3.550373077,3.51826334,11.68371296,,,,0.164295346,0.642980814,0.009698449,,,,,,,,,,,34.1032477,134.4495963,10.04603767,-0.375038534,-0.016749712,0.025899962,0.436000019,0.61500001,-1,,,,,,,,,,17471,125,240,7,49755,18350,0,0,0,0,1019.869995,55195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254984201
-0.052371342,0.017372333,-1.472433805,0.003784568,-0.005890247,-0.006677664,0,0,0,,,,,0.003132643,0.231591806,-1.472610831,0,,,,,0.208734632,0.383037567,-9.758104324,0.00333504,-0.004641613,-0.007118412,0.068098359,0.322176933,0.323030978,,,,,,,,,,,,,,,,,,,1019.869995,-54.96055222,27.40999985,1.256364822,7.720653534,-0.003356099,-0.004858017,-0.013048649,0,0,-0.375038534,-0.016749712,0.025899962,34.1032477,134.4495964,10.03298855,31,0,0,0,0,,,,,1.51E+15,3,0.436000019,0.61500001,34.1032512,134.4495964,9.100000381,0.005,0.003,-0.004,2.369588137,14,0,127,6,,,,,0.094355561,0.517256618,0.016704766,0,,,,,0,2,0,1,0,0,,,,,,,,,,,906,906,906,906,906,906,906,906,0,0,0,0,0,0.949999988,0,0,3.550373077,3.51826334,11.68371296,,,,0.164295346,0.642980814,0.009698449,,,,,,,,,,,34.1032477,134.4495963,10.04603767,-0.375038534,-0.016749712,0.025899962,0.436000019,0.61500001,-1,,,,,,,,,,17471,125,240,107,0,0,2.44E-43,4.14E-34,536972928,3.98E-34,2.28E-38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2254984201
-0.052346848,0.017394643,-1.472459078,0.00431937,-0.007594308,-0.001712456,0,0,0,,,,,0.003132643,0.235619485,-1.472610831,0,,,,,0.175476506,0.314383507,-9.767152786,0.003910196,-0.005620714,-0.000762079,0.069045916,0.317920238,0.324818999,,,,,,,,,,,,,,,,,,,1019.959961,-55.70575714,27.43000031,3.36085701,6.899755478,-0.004227996,-0.004915237,-0.023604155,0,0,-0.374743402,-0.018824078,0.022042338,34.1032477,134.4495964,10.03298855,31,0,0,0,0,,,,,1.51E+15,3,0.436000019,0.61500001,34.1032512,134.4495964,9.100000381,0.005,0.003,-0.004,2.369588137,14,0,127,6,,,,,0.095864184,0.535134137,0.011532188,0,,,,,0,2,0,1,0,0,,,,,,,,,,,911,911,911,911,911,911,911,911,0,0,0,0,0,0.949999988,0,0,3.356323481,3.325914621,11.68371296,,,,0.164118782,0.655002892,0.009911395,,,,,,,,,,,34.1032477,134.4495963,10.05659294,-0.374743402,-0.018824078,0.022042338,0.436000019,0.61500001,-1,,,,,,,,,,13472,125,240,71,0,0,0,0,0,0,0,0,,,,15.375,15.38682747,0,3.450787783,3.450787783,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2255118753
-0.052301474,0.017382091,-1.472413898,0.001931899,-0.007818322,0.00314552,0,0,0,,,,,0.003132643,0.225550279,-1.472610831,0,,,,,0.157225117,0.411249727,-9.776323318,0.001700166,-0.007508622,0.002585563,0.066203259,0.318771571,0.327500999,,,,,,,,,,,,,,,,,,,1019.949951,-55.62295914,27.43000031,5.046398163,6.662185669,-0.004749537,-0.004863739,-0.020045757,0,0,-0.375281721,-0.018683597,0.022316247,34.1032477,134.4495964,10.03298855,31,0,0,0,0,,,,,1.51E+15,3,0.436000019,0.61500001,34.1032512,134.4495964,9.100000381,0.005,0.003,-0.004,2.369588137,14,0,127,6,,,,,0.097018182,0.512032032,0.006034488,0,,,,,0,2,0,1,0,0,,,,,,,,,,,911,911,911,911,911,911,911,911,0,0,0,0,0,0.949999988,0,0,3.298035383,3.268910646,11.67799568,,,,0.164229766,0.624817193,0.009387956,,,,,,,,,,,34.1032477,134.4495963,10.05303383,-0.375281721,-0.018683597,0.022316247,0.436000019,0.61500001,-1,,,,,,,,,,44647,18,217,17,4096,0,0,0,1,4.20E-45,0,112,,,,15.41600037,15.3868866,0,3.450787783,3.450787783,0,1,158,238,58,217,52835,16480,32,1.47E+11,158,238,58,217,52835,16480,32,1.47E+11,158,238,58,217,52835,16480,32,1.47E+11,158,238,58,217,52835,16480,32,1.47E+11,0.740883827,-0.013558343,0.02401628,-0.671066761,-0.376265973,-0.018858967,0.02230408,-1.640228271,21.01764488,-2.711262703,2.40E-05,-4.42E-05,23,0,95,0,-7.74E-07,0.000279655,0,0,0.343243867,-0.037475999,0.262374341,1.00E-06,1.00E-06,1.00E-06,0,0,0,0,0,0,5.190087795,5.190087795,4.76E-44,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,0.999990523,0,2255141981
-0.052317664,0.017384415,-1.472388744,0.002716463,-0.004099487,-0.000188414,0,0,0,,,,,0.003132643,0.215481073,-1.472610831,0,,,,,0.208423048,0.336378723,-9.809942245,0.003139258,-0.004548812,-0.000811939,0.063360587,0.328136265,0.328395009,,,,,,,,,,,,,,,,,,,1019.949951,-55.62295914,27.43000031,3.25173378,6.546671867,-0.005724192,-0.004722595,-0.019469738,0,0,-0.374883682,-0.018749312,0.022086598,34.1032477,134.4495964,10.03298855,31,0,0,0,0,,,,,1.51E+15,3,0.436000019,0.61500001,34.1032512,134.4495964,9.100000381,0.005,0.003,-0.004,2.369588137,14,0,127,6,,,,,0.094481632,0.474416167,0.009288953,0,,,,,0,2,0,1,0,0,,,,,,,,,,,912,912,912,912,912,912,912,912,0,0,0,0,0,0.949999988,0,0,3.269318342,3.240146637,11.69657612,,,,0.16449672,0.594587505,0.00890803,,,,,,,,,,,34.1032477,134.4495963,10.05245781,-0.374883682,-0.018749312,0.022086598,0.436000019,0.61500001,-1,,,,,,,,,,59860,45,37,12,65535,64267,0,4.14E-34,0,0,0,65535,,,,15.41600037,15.3868866,0,3.450787783,3.450787783,0,1,158,238,58,217,52835,16480,32,1.47E+11,158,238,58,217,52835,16480,32,1.47E+11,158,238,58,217,52835,16480,32,1.47E+11,158,238,58,217,52835,16480,32,1.47E+11,0.740883827,-0.013558343,0.02401628,-0.671066761,-0.376265973,-0.018858967,0.02230408,-1.640228271,21.01764488,-2.711262703,2.40E-05,-4.42E-05,23,0,95,0,-7.74E-07,0.000279655,0,0,0.343243867,-0.037475999,0.262374341,1.00E-06,1.00E-06,1.00E-06,0,0,0,0,0,0,5.190087795,5.190087795,4.76E-44,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,0.999990523,0,2255163086
-0.052317664,0.017384415,-1.472388744,0.002716463,-0.004099487,-0.000188414,0,0,0,,,,,0.003132643,0.215481073,-1.472610831,0,,,,,0.208423048,0.336378723,-9.809942245,0.003139258,-0.004548812,-0.000811939,0.063360587,0.328136265,0.328395009,,,,,,,,,,,,,,,,,,,1019.949951,-55.62295914,27.43000031,3.25173378,6.546671867,-0.005724192,-0.004722595,-0.019469738,0,0,-0.374883682,-0.018749312,0.022086598,34.1032477,134.4495964,10.03298855,31,0,0,0,0,,,,,1.51E+15,3,0.436000019,0.61500001,34.1032512,134.4495964,9.100000381,0.005,0.003,-0.004,2.369588137,14,0,127,6,,,,,0.094481632,0.474416167,0.009288953,0,,,,,0,2,0,1,0,0,,,,,,,,,,,912,912,912,912,912,912,912,912,0,0,0,0,0,0.949999988,0,0,3.269318342,3.240146637,11.69657612,,,,0.16449672,0.594587505,0.00890803,,,,,,,,,,,34.1032477,134.4495963,10.05245781,-0.374883682,-0.018749312,0.022086598,0.436000019,0.61500001,-1,,,,,,,,,,59860,45,37,44,0,0,0,0,1,9.18E-41,0,0,,,,15.30119991,15.38680077,0,3.450787783,3.450787783,0,1,111,239,222,214,52835,16480,32,1.47E+11,111,239,222,214,52835,16480,32,1.47E+11,111,239,222,214,52835,16480,32,1.47E+11,111,239,222,214,52835,16480,32,1.47E+11,0.74090004,-0.013547023,0.024001336,-0.671049535,-0.374823898,-0.018486852,0.022233522,-1.639280319,21.01773071,-2.709791183,2.40E-05,-4.42E-05,23,0,95,0,-7.74E-07,0.00027892,0,0,0.343243867,-0.037475999,0.262374341,1.00E-06,1.00E-06,1.00E-06,0,0,0,0,0,0,5.193310261,5.193310261,4.76E-44,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-0.274358988,0.005128205,1,0,,,,,,,,,,1,0.999990523,0,2255163086
-0.052270103,0.017419085,-1.472449899,0.003546014,-0.006054124,-0.004452554,0,0,0,,,,,0.003132643,0.213467225,-1.472610831,0,,,,,0.161421418,0.32580021,-9.763520241,0.003031248,-0.004989711,-0.004879197,0.064308144,0.323028237,0.328395009,,,,,,,,,,,,,,,,,,,1019.919983,-55.37456131,27.43000031,10.72072029,6.389017105,-0.003967643,-0.004444122,-0.01802516,0,0,-0.373896122,-0.018670192,0.021747584,34.1032477,134.4495964,10.03298855,31,0,0,0,0,,,,,1.51E+15,3,0.436000019,0.61500001,34.1032512,134.4495964,9.100000381,0.005,0.003,-0.004,2.369588137,14,0,127,6,,,,,0.095174856,0.475791603,0.013480507,0,,,,,0,2,0,1,0,0,,,,,,,,,,,913,913,913,913,913,913,913,913,0,0,0,0,0,0.949999988,0,0,3.22971344,3.201303005,11.69800472,,,,0.164356634,0.588438869,0.008926181,,,,,,,,,,,34.1032477,134.4495963,10.05101395,-0.373896122,-0.018670192,0.021747584,0.436000019,0.61500001,-1,,,,,,,,,,20585,7,43,6,0,0,0,0,0,0,0,0,,,,15.3093996,15.3867445,0,3.450787783,3.450787783,0,1,17,241,244,208,52835,16480,32,1.47E+11,17,241,244,208,52835,16480,32,1.47E+11,17,241,244,208,52835,16480,32,1.47E+11,17,241,244,208,52835,16480,32,1.47E+11,0.740891337,-0.013517738,0.023991087,-0.671060205,-0.373672724,-0.018828772,0.022009879,-1.638794541,21.01795387,-2.707261801,2.40E-05,-4.42E-05,23,0,95,0,-7.74E-07,0.000277653,0,0,0.343243867,-0.037475999,0.262374341,1.00E-06,1.00E-06,1.00E-06,0,0,0,0,0,0,5.190087795,5.190087795,4.76E-44,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-0.271794885,0.005128205,1,0,,,,,,,,,,1,0.999990523,0,2255188510
-0.052296814,0.017433524,-1.472525358,0.002808939,-0.004718784,-0.00459604,0,0,0,,,,,0.003132643,0.213467225,-1.472610831,0,,,,,0.205181897,0.38042739,-9.777183533,0.001672181,-0.006244854,-0.002678081,0.060517929,0.319622904,0.324818999,,,,,,,,,,,,,,,,,,,1019.869995,-54.96055222,27.43000031,12.40577316,6.360435486,-0.005610943,-0.004339218,-0.021836281,0,0,-0.375684321,-0.01813448,0.020824637,34.1032477,134.4495964,10.03298855,31,0,0,0,0,,,,,1.51E+15,3,0.436000019,0.61500001,34.1032512,134.4495964,9.100000381,0.005,0.003,-0.004,2.369588137,14,0,127,6,,,,,0.095652387,0.476900101,0.013611446,0,,,,,0,2,0,1,0,0,,,,,,,,,,,915,915,915,915,915,915,915,915,0,0,0,0,0,0.949999988,0,0,3.222481012,3.193512678,11.6922884,,,,0.164387763,0.58839637,0.009074491,,,,,,,,,,,34.1032477,134.4495963,10.05482483,-0.375684321,-0.01813448,0.020824637,0.436000019,0.61500001,-1,,,,,,,,,,48785,157,19,109,0,0,0,0,0,0,0,0,,,,15.3093996,15.3867445,0,3.450787783,3.450787783,0,1,17,241,244,208,52835,16480,32,1.47E+11,17,241,244,208,52835,16480,32,1.47E+11,17,241,244,208,52835,16480,32,1.47E+11,17,241,244,208,52835,16480,32,1.47E+11,0.740891337,-0.013517738,0.023991087,-0.671060205,-0.373672724,-0.018828772,0.022009879,-1.638794541,21.01795387,-2.707261801,2.40E-05,-4.42E-05,23,0,95,0,-7.74E-07,0.000277653,0,0,0.343243867,-0.037475999,0.262374341,1.00E-06,1.00E-06,1.00E-06,0,0,0,0,0,0,5.190087795,5.190087795,4.76E-44,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-0.271794885,0.005128205,1,0,,,,,,,,,,1,0.999990523,0,2255209335
