,index,phi,theta,psi,d_phi,d_theta,d_psi,dd_phi,dd_theta,dd_psi,position_x,position_y,position_z,u,v,w,Va,pitot_Va,Tm_up,Tm_down,Tr_r,Tr_l,Tf_up,Tf_down,alpha,alpha_deg,d_alpha,delta_e,delta_a,tilt,F_x,T_x,F_z,T_z,L,D,M,L_total,D_total,Mt,Mg,Ma,CL_log,CD_log,Cm_log,Time_DIFF,CL_0,CL_alpha,CL_d_alpha,CL_q,CL_delta_e,k_L,CD_0,kappa,k_D,Cm_0,Cm_alpha,Cm_d_alpha,Cm_q,Cm_delta_e,k_m,CL,CD,Cm,L_calc,D_calc,Ma_calc,CL_RMSE,CD_RMSE,Cm_RMSE
194,17,0.108108088,-0.23695892100000002,-1.1146560909999998,-0.175238967,-0.04866942969892274,0.019961799,-0.9363863097255404,2.413672229752687,0.4193155921721557,-1.654768705,2.991107941,-3.305880785,4.6006160059153745,-0.350076484303261,-0.848141817284168,4.690307030466362,5.555778502999999,21.564069872391666,23.205340236341662,1.7755065703159398,3.905997968168235,6.295295634510968,6.295295634510968,-0.18686587616385092,-10.445424034170111,0.0023530294196166413,-0.1745329278174269,0.0,0.0,-11.967846983967236,0.0,-52.69056480832963,-63.04150591623944,-5.120499230269322,12.636890385826034,0.4026005279227482,53.98713625904657,2.216776894407296,5.694252240421808,-1.847872346419978,-2.9641615893893998,-0.7186103173275278,1.7734598526077696,-0.9655999678931747,0.025928999999999647,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.7650890556938031,1.6430985260948443,-0.44545778584974727,-5.451686159109268,11.707993240918938,-1.367449153287822,0.3587954328885291,0.3885830789485551,0.7421758122231736
195,18,0.10310821199999999,-0.238440469,-1.113961339,-0.164130449,-0.017220942889109376,0.029899837000000002,0.5761795984578633,1.1327790254281676,0.2972466766385003,-1.64394021,2.989187241,-3.2999813560000004,4.60112123924498,-0.31781905132964255,-0.8727406475867285,4.6960244880891295,5.599205494,21.251446945925004,23.51796316280834,1.4264226512121572,2.5612616203999985,7.983012745504128,7.983012745504128,-0.1884815830561819,-10.740269871026873,-0.11437123269860686,-0.1745329278174269,0.0,0.0,-11.949422796443187,0.0,-56.725998978287585,-64.72311987135376,-8.826660894616143,13.65789813850332,0.18894754144141834,57.959137173184374,1.168795701924811,7.832061702556133,-1.8455894317663384,-6.672038660607332,-1.2357181480755985,1.9120834929334232,-2.1681821332782625,0.02153800000000139,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.5153035852863705,1.5702788799479062,-0.38951924606145516,-3.6807827190901143,11.216408211583438,-1.198648134252064,0.3587954328885291,0.3885830789485551,0.7421758122231736
196,19,0.100619562,-0.23904475600000002,-1.113437891,-0.14788945,0.040068571260215805,0.034071207,-0.5522580427394134,2.2589935285627565,-0.060064993714790536,-1.631394148,2.987558365,-3.2895724769999997,4.609390022901826,-0.2892355892670331,-0.8756597145379039,4.700441999892294,5.639782428999999,20.704356824608343,24.025975418316666,1.5820120887250386,1.7893916373765593,8.662415637389886,8.662415637389886,-0.18592033737668054,-10.756474759773976,0.13658717969779544,-0.1745329278174269,0.0,0.0,-11.406943613697326,0.0,-51.329913101442784,-65.42656724380637,-11.131750261548323,14.233506311659442,0.3768001205642678,52.556946848879875,1.6265544970131565,8.680192517872214,-1.8447443424269876,-4.723305255271167,-1.5554990379447515,1.9889240105254853,-1.5320273927688735,0.021419999999999106,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.841432612959585,1.6676816767636473,-0.45576648300976585,-6.0216158807555855,11.93457243536556,-1.40514734562664,0.3587954328885291,0.3885830789485551,0.7421758122231736
197,20,0.095785938,-0.23817361899999998,-1.1123492720000001,-0.18785435,0.10077309318669107,0.027319565,-2.3236379326365153,2.291785598141742,-0.3128000696864174,-1.6229908469999998,2.986639023,-3.283785105,4.615390170248412,-0.27346621546883415,-0.8474228602366052,4.701185418734392,5.705378532,20.938824019458337,23.830586089275002,5.364983047610335,9.0,1.1910897694300804,1.1910897694300804,-0.18100457535094913,-10.404086193434043,0.2542167930579806,-0.1745329278174269,0.0,0.0,-12.19828715507769,0.0,-49.10947016557265,-61.516572695203834,-10.780484775654696,14.166281036480525,0.38226983777004253,50.504921459479476,3.1290857822715097,-1.4477341871391969,-1.8478884817909877,0.9282040998748181,-1.505938437576841,1.9789042491418325,0.3009723744234086,0.021630000000000038,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.9353418985198024,1.704662177137819,-0.4743634630936848,-6.695784399559946,12.203078286412987,-1.4629452690397147,0.3587954328885291,0.3885830789485551,0.7421758122231736
198,21,0.091380484,-0.236912385,-1.111801863,-0.247922063,0.14113826430154794,0.020605164,-2.907862378735852,1.3995376082133595,-0.11163857832688218,-1.614781141,2.985767365,-3.2800738810000003,4.618759706562463,-0.25593070867614964,-0.825174160939071,4.699071036665984,5.740043162999999,21.173291214308335,23.596118894425004,4.809965634140762,9.0,1.5293682390766885,1.5293682390766885,-0.17568059282409546,-10.129427861394174,0.29923684049524835,-0.1745329278174269,0.0,0.0,-11.949712391124425,0.0,-48.644480866086425,-61.638112221027484,-8.728525184917837,13.618878912627736,0.23344287304998837,49.98788242407812,3.2082324912920885,-0.978293245240228,-1.851808425485185,5.039563597511069,-1.2203953305882844,1.9041494273897306,1.635561287357461,0.024343999999999255,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.9408100158506352,1.707520235831625,-0.4758743447404572,-6.728871957922625,12.212545401192852,-1.466285025991387,0.3587954328885291,0.3885830789485551,0.7421758122231736
199,22,0.084471934,-0.234654009,-1.1110908990000001,-0.321540415,0.14624284749480754,0.022187092999999998,-2.441051561878682,0.01743429947421852,0.1199851102372647,-1.603414774,2.984544754,-3.2797143460000004,4.627599563256958,-0.2385337184769474,-0.7840176810039117,4.698468471410799,5.777782917000001,21.173291214308335,23.596118894425004,4.809965634140762,9.0,1.5293682390766885,1.5293682390766885,-0.17069810923748852,-9.615861594023443,0.2321721330575049,-0.1745329278174269,0.0,0.0,-11.644907617631889,0.0,-50.92873094624761,-61.638112221027484,-7.2330681015200025,12.968113741239678,0.002908041152299649,52.15835886724623,2.974072879741982,-0.978293245240228,-1.8585216616405835,4.096203236469217,-1.0115645681747154,1.8136265541231378,1.329740130557605,0.02092200000000055,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.8154233211805536,1.658612855548259,-0.4503664908429854,-5.830584224899295,11.859707344123825,-1.3873332352651015,0.3587954328885291,0.3885830789485551,0.7421758122231736
200,23,0.077149473,-0.23274447,-1.110335946,-0.35841870299999995,0.11518087929928612,0.02603641,-0.30839487306445434,-2.970836716780667,0.20926775747208998,-1.595325708,2.9835700989999996,-3.282994032,4.632418013092026,-0.2242015325306736,-0.7774682810218316,4.702767491795394,5.868076324,21.016979751075006,23.674274626041672,2.650766896317365,9.0,1.0000496912978618,1.0000496912978618,-0.16606908511197466,-9.527277650310959,0.10027229764800417,-0.1745329278174269,0.0,0.0,-10.879193684401828,0.0,-53.83031025423443,-58.34212065602976,-7.766938650195143,12.559894767489059,-0.4955355643590153,54.88851716133934,1.8192968749552438,-1.1375922424637996,-1.8643713994548192,-0.6898397506557638,-1.0842428042396326,1.7533260061626565,-0.22353169654490912,0.02350999999999992,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.6400131964703457,1.6005603280370897,-0.4139485803535792,-4.584714062996741,11.465562718231116,-1.2774840878016143,0.3587954328885291,0.3885830789485551,0.7421758122231736
201,24,0.06726462400000001,-0.231887206,-1.109420061,-0.335243016,0.06200357015395178,0.031485278,-0.17737402116760076,-2.124500801119276,0.29725159659693057,-1.582778215,2.982105255,-3.274535418,4.644982493717045,-0.20690791757489002,-0.765689845713448,4.7104826772495585,5.931471825,20.899746153650007,23.596118894425004,1.033068976047359,3.7606958447791263,8.149907163611882,8.149907163611882,-0.16206068907776458,-9.360591780376232,0.17285196053885943,-0.1745329278174269,0.0,0.0,-10.700034850882611,0.0,-50.65304135446412,-65.58944419612526,-9.660396453374752,12.530771061474503,-0.35436673362669524,51.71889122576952,2.318972756238404,7.858484792089353,-1.8680256076250101,-4.862774133204803,-1.3441502479027774,1.743534968775521,-1.5705479089148748,0.020803000000000793,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.8463934263364926,1.6668374775506885,-0.4578766029577981,-6.0830223903155245,11.979546841289928,-1.4176902776568194,0.3587954328885291,0.3885830789485551,0.7421758122231736
202,25,0.061605155,-0.232075155,-1.10890615,-0.36627867799999997,0.011403211511132542,0.03920852,-0.689921910124622,-1.2684934634103802,0.04290104541783998,-1.57393527,2.980859756,-3.2799422739999997,4.650010558645937,-0.19812364703046537,-0.7438467562976336,4.7169066495676555,6.066578388,20.352656032333332,23.713352491850003,1.0524492857339989,4.495062553349062,7.474170561378497,7.474170561378497,-0.1591479262380812,-9.088415531968174,0.09245673874739016,-0.1745329278174269,0.0,0.0,-11.252327233556821,0.0,-51.95360545694549,-64.56186148602339,-10.837783097391918,12.785606085916758,-0.21158470969685142,53.07876748773156,2.904553344376973,6.9881802746174815,-1.8684221845812452,-4.897828880247125,-1.5038675242813344,1.7741504510725192,-1.5775638944177295,0.02501599999999904,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.7913878792584873,1.645034982992749,-0.4465990370918247,-5.7032218881162295,11.855121575164732,-1.3865464780849597,0.3587954328885291,0.3885830789485551,0.7421758122231736
203,26,0.050986428,-0.23253962399999997,-1.107717991,-0.36685454799999995,-0.012154472683237124,0.033450961,0.300119450454348,-0.4466291648636961,0.022418563392470857,-1.558897734,2.978029251,-3.271985292,4.657099437417143,-0.18601546110766193,-0.7474364067208956,4.719309887307789,6.21355629,19.727410179400003,24.104131149933334,2.0766119916991395,7.335143772164279,4.306928211109127,4.306928211109127,-0.15708430435609502,-9.117871084104971,0.1469157173094425,-0.1745329278174269,0.0,0.0,-11.410689752324018,0.0,-50.15389832168193,-61.85715351541501,-10.041079353488753,13.114851533828674,-0.07449774469926451,51.32838196974495,3.3188193462981346,2.8460211600193714,-1.8687046437517076,-1.1721622826798528,-1.3918969931778251,1.817984080522899,-0.3771626378486685,0.02120400000000089,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.9200706864312217,1.6934663095175275,-0.4743010098787319,-6.637346598603133,12.216586198309882,-1.474053097061763,0.3587954328885291,0.3885830789485551,0.7421758122231736
204,27,0.045061110999999994,-0.233262405,-1.107167482,-0.352407157,0.002375055708950759,0.040244706,0.6384601340944103,1.5955838090060757,-0.004151920811814771,-1.5495717530000002,2.9762611389999996,-3.2707197669999997,4.661770938361822,-0.18234811514061247,-0.7132972146956066,4.719387471426272,6.284004688,19.571098716166674,23.869663955083336,3.905997968168235,9.0,1.5293682390766885,1.5293682390766885,-0.1545668337455676,-8.699351723733526,0.21040277877308622,-0.1745329278174269,0.0,0.0,-11.565020857888229,0.0,-48.40920983377641,-59.40549711757163,-8.316576099923529,13.351989325731795,0.26614337934221344,49.60149602632397,4.110096850994108,-0.8065393887054477,-1.8676591037774666,2.6829785809934714,-1.1528080062492754,1.8507953284044392,0.8632644330382846,0.022943999999998965,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-1.000952928695708,1.728069114790304,-0.491407697386145,-7.221064703587035,12.466619091100787,-1.5272682114124325,0.3587954328885291,0.3885830789485551,0.7421758122231736
205,28,0.035453583999999996,-0.233635932,-1.1063896420000001,-0.33866781,0.046667800074938474,0.033267662,0.5385872599954935,2.0432298396205497,-0.31588362322114916,-1.536545992,2.973802567,-3.267440557,4.66664286199595,-0.17731150932447204,-0.7045686155382809,4.720349752345809,6.3922472,19.571098716166674,23.869663955083336,3.905997968168235,9.0,1.5293682390766885,1.5293682390766885,-0.15018628060667158,-8.585658502057193,0.16670054895180944,-0.1745329278174269,0.0,0.0,-12.08817800473204,0.0,-50.49152991707603,-59.40549711757163,-8.064810747001786,13.45290192107178,0.3408107372487077,51.73032877601346,4.414943438666584,-0.8065393887054477,-1.8676693028502833,3.185053929347459,-1.1174536329502192,1.8640231738870479,1.024392395609948,0.021326000000000178,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.8505293009813815,1.6657494821990315,-0.45870946532635615,-6.138382519805308,12.021934449650558,-1.4262253324290437,0.3587954328885291,0.3885830789485551,0.7421758122231736
206,29,0.029052957999999997,-0.232824787,-1.105825067,-0.328563899,0.10018784858435434,0.026260537999999996,1.3174061374972734,2.0643822815007344,-0.03400485794838401,-1.526777506,2.971733093,-3.264090776,4.668819020417533,-0.17546967638312128,-0.6791530044313775,4.7228026626472435,6.437365055,19.727410179400003,23.596118894425004,2.464736823846494,9.0,3.124255031403483,3.124255031403483,-0.1436340709174707,-8.276518422013305,0.2624289609579714,-0.1745329278174269,0.0,0.0,-12.098467404406406,0.0,-49.75671086662659,-61.036775960478465,-10.406544142997427,13.448680282612331,0.3443389645543225,50.98007038997324,4.809949358770261,1.1833984172593142,-1.8700520301766348,0.08616211817805879,-1.440424901418544,1.8615030796104097,0.027683097429524815,0.02478400000000036,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.9174693682696549,1.6914646524924706,-0.4716734318312763,-6.628381300089631,12.220214712441994,-1.4680576145194235,0.3587954328885291,0.3885830789485551,0.7421758122231736
207,30,0.021211512000000002,-0.230047375,-1.104954958,-0.27792221300000003,0.1448054049095866,0.031699698,1.532332440141736,1.533998789869457,0.19350388970524415,-1.514583349,2.9687519069999997,-3.266690493,4.67554501653695,-0.17732578484850045,-0.6481488115303355,4.724691650617297,6.501440047999999,19.610176581975004,23.713352491850003,1.09949712452426,5.09069155019148,6.869936176205167,6.869936176205167,-0.13578775340651783,-7.892345227444666,0.38647564684674074,-0.1745329278174269,0.0,0.0,-11.464466794523696,0.0,-47.16088884099196,-63.25359010095108,-13.600811137443689,13.341934628367815,0.2558709981502254,48.28838356967892,4.880107312621254,6.215915477400769,-1.8770299186006882,-3.490863376543176,-1.8810552779829657,1.8452514557828066,-1.1206856850872593,0.02149200000000029,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-1.045874356636292,1.747136564998927,-0.4983648913103791,-7.5621061032074826,12.632523206523068,-1.5523743814884758,0.3587954328885291,0.3885830789485551,0.7421758122231736
208,31,0.015612477,-0.228079185,-1.1044362779999999,-0.257653683,0.17412689470039078,0.035215124,0.6225659137033427,0.9628207226683115,-0.07328935409864965,-1.5067627430000001,2.966833115,-3.2598483560000004,4.682292858928842,-0.17933904145231128,-0.5958131437136983,4.724913133023902,6.522350788,19.883721642633336,23.478885297000005,1.0063607971899649,4.292671902525437,8.425314089015037,8.425314089015037,-0.12770494186076356,-7.251809358491682,0.4120863011491171,-0.1745329278174269,0.0,0.0,-10.80638164140086,0.0,-46.63100268482285,-65.51226781737881,-14.46863050415887,13.075021258029928,0.16059849654107436,47.6220923634002,4.833695739632628,8.058821746834255,-1.8818821849994698,-3.95398580030004,-2.00089112392281,1.8081665692391689,-1.2692447084337903,0.02383999999999986,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-1.034360457755653,1.7417399774854947,-0.49651452272364804,-7.479557029589045,12.594684372007741,-1.546755609416406,0.3587954328885291,0.3885830789485551,0.7421758122231736
209,32,0.009514608,-0.225262314,-1.10377121,-0.249700055,0.19085466623585728,0.028377345,0.4384985553913633,1.217036523235027,-0.21055148761606254,-1.494030714,2.963630676,-3.2582657339999996,4.691864693773266,-0.18128393122311895,-0.5612999149118758,4.725361495504046,6.537944317000001,19.29755365550834,24.025975418316666,3.1818328694850577,9.0,1.875288806496002,1.875288806496002,-0.11981066783514575,-6.822020176607065,0.35669305284505776,-0.1745329278174269,0.0,0.0,-11.224833070240274,0.0,-48.848641076760266,-59.25593955630207,-11.679782556911738,12.619688848579104,0.20300169207560254,49.836137553842484,5.342846265372119,-0.2967374894124628,-1.888651058227575,-0.6394710038507181,-1.61491017172726,1.7448667204462132,-0.20523370882018094,0.02150100000000066,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.9076296700935254,1.686777655299161,-0.47060886236383315,-6.5644005310558455,12.199561672634587,-1.4663318387941782,0.3587954328885291,0.3885830789485551,0.7421758122231736
210,33,0.004367553,-0.22209543,-1.103270531,-0.23777172,0.198403092191005,0.025668509,0.4622780978549901,-0.11611236926077005,-0.33818270253501115,-1.487229109,2.96033287,-3.257995844,4.695227379486676,-0.187261947336397,-0.5204461988684314,4.728499879589295,6.5120162960000005,19.64925444778334,23.830586089275002,4.568807683653883,9.0,1.4264226512121572,1.4264226512121572,-0.11208426686063935,-6.325175046337239,0.26372104026814397,-0.1745329278174269,0.0,0.0,-11.187234881449582,0.0,-52.087380246777386,-59.90149352313654,-7.502640572138016,12.087641080770405,-0.019367543192696447,53.00281504038666,5.3806136322597276,-1.043242687189957,-1.896127194346962,3.4100899626770858,-1.0359792702609318,1.6690850995230413,1.0929920041711791,0.0236269999999994,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.7325332225235547,1.621942553248946,-0.43394929132613336,-5.305061243513075,11.746231179527078,-1.3539038867756639,0.3587954328885291,0.3885830789485551,0.7421758122231736
211,34,-0.00209632,-0.218160942,-1.10275352,-0.22883836899999999,0.19785299567547385,0.013115836,1.1263412669113329,-1.3416174075441372,-0.14392471063432427,-1.476477861,2.9548091889999997,-3.249723673,4.703145745024479,-0.1972659087180772,-0.5059533646133968,4.7337746499735385,6.491800785,19.64925444778334,23.830586089275002,4.568807683653883,9.0,1.4264226512121572,1.4264226512121572,-0.10464059795974971,-6.140131467549923,0.2423194329696184,-0.1745329278174269,0.0,0.0,-10.926591772092287,0.0,-53.0906591091986,-59.90149352313654,-5.862472690336069,11.709532140219249,-0.2237817835783621,53.9548061173667,5.185305125106488,-1.043242687189957,-1.9053036283065246,4.21413238591606,-0.8076986594739317,1.6132737689870305,1.3476928633533083,0.022422000000000608,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.6909723020575287,1.607350782219155,-0.42511732431752614,-5.015244488865772,11.66654166627875,-1.3293093203468365,0.3587954328885291,0.3885830789485551,0.7421758122231736
212,35,-0.00711037,-0.214275241,-1.102398396,-0.18590483100000002,0.19258000416459675,0.01904092,1.4809413053900253,1.18253297719333,0.3182510558637502,-1.4650604719999998,2.94921875,-3.247414827,4.709192267211794,-0.2018150117968178,-0.4688641738081134,4.7379035090186115,6.418169022000001,20.157266703291665,23.752430357658337,2.858598013742767,9.0,2.763549666205997,2.763549666205997,-0.09773497124204854,-5.685836219232415,0.4245729967382044,-0.1745329278174269,0.0,0.0,-11.133669009008218,0.0,-48.271408998220075,-61.295394407104766,-8.360866898504264,11.65947357380765,0.19724650059584745,49.136972600187086,6.296462178402697,0.7204458182265268,-1.9142673191055568,0.7729710432743297,-1.1499066218949456,1.6035784366725265,0.24676792796102712,0.021380999999999872,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.9992987929423094,1.7223831544758563,-0.4906801204406106,-7.265811015035557,12.523291916579792,-1.5369968364400004,0.3587954328885291,0.3885830789485551,0.7421758122231736
213,36,-0.010896112,-0.21048316399999997,-1.102106929,-0.163968697,0.19161602259209587,0.027056187000000002,1.1117280650100483,0.764856553998377,0.12802546225415573,-1.459707022,2.945705414,-3.2378046510000003,4.71312678153329,-0.20875721111158532,-0.4185268482639676,4.738870829372859,6.385333537999999,20.118188837483334,24.065053284125,1.618493756395461,5.648174254462568,5.497140883569857,5.497140883569857,-0.09131325656405699,-5.074569141423035,0.33277058306519,-0.1745329278174269,0.0,0.0,-10.697617384482292,0.0,-50.09039431819977,-62.444191899606075,-12.331847323530164,11.887536474698127,0.1275780732069293,50.84028889062962,6.225082021535069,4.534256668658141,-1.922960370053106,-3.670457399655252,-1.6953605998384838,1.6342775287114732,-1.1713005817202766,0.021073999999998705,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.8420510619890281,1.6576037628935858,-0.4584604056534476,-6.124977267995029,12.057208672220076,-1.4366588855511322,0.3587954328885291,0.3885830789485551,0.7421758122231736
214,37,-0.013602861,-0.207967624,-1.1017661090000002,-0.138706416,0.20352240910723274,0.024476241,1.694292872833283,-0.4232900019574234,-0.2853099458448478,-1.453695536,2.941858292,-3.2264630789999997,4.717833257523787,-0.21384443429339878,-0.4025013788609155,4.738304267990126,6.35683012,20.50896749556666,23.986897552508335,1.0056767637391655,2.352971987169864,9.0,9.0,-0.08508916554260852,-4.876374331861373,0.19657319828275321,-0.1745329278174269,0.0,0.0,-10.440856584228277,0.0,-53.598652579387334,-65.85451379898403,-13.21396052905242,12.14736550919058,-0.07060477232649823,54.292184914587615,5.846854003522981,9.045856737327286,-1.9286873530521857,-4.585078559396797,-1.8170664232190084,1.6703977546163982,-1.4635204781450752,0.0249050000000004,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.5896497018296746,1.5772295802756864,-0.4060991106119347,-4.28801489388687,11.469833547468975,-1.2722721361691223,0.3587954328885291,0.3885830789485551,0.7421758122231736
215,38,-0.01669481,-0.204065174,-1.10139823,-0.086066805,0.2251493896657426,0.013937921,1.2731756021755645,0.7872416688249789,-0.5810902615902444,-1.445434809,2.935577393,-3.205698729,4.723315083288096,-0.23208625936654892,-0.37643782210811005,4.738895942675802,6.297320843,20.626201092991675,24.065053284125,4.673344249458503,9.0,2.464736823846494,2.464736823846494,-0.07937965021226577,-4.556716187688671,0.18301796858731184,-0.1745329278174269,0.0,0.0,-11.59756339841062,0.0,-54.19018097388323,-63.29407227426817,-9.084664321657302,12.21562705976086,0.1313119103600065,54.940274305039324,7.2557184378533695,0.05412141506171242,-1.937558146061202,-0.7109393299534067,-1.248930375933947,1.679365043752416,-0.2268694972384632,0.021427000000000973,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.5269149801454298,1.56146298932771,-0.3930870073008179,-3.8327562632099177,11.358012729993876,-1.2318139590625137,0.3587954328885291,0.3885830789485551,0.7421758122231736
216,39,-0.018459514,-0.20101589,-1.101563811,-0.079717644,0.23873425112279828,-0.002446833,-0.33370056286003424,0.5403513917593801,-0.6638599885669085,-1.441443205,2.931657791,-3.195611238,4.7174094276314795,-0.24647436307783388,-0.3622005354015203,4.740284429101718,6.2660188670000005,20.782512556225008,23.90874182089167,6.495812910197769,9.0,1.0376669611929579,1.0376669611929579,-0.07554857067455047,-4.390529697624124,0.09872898128970162,-0.1745329278174269,0.0,0.0,-12.39727709046416,0.0,-56.671446482805756,-62.26240120970036,-2.7629899903515023,12.091269776222074,0.0901306121454646,57.45420350737245,8.022457543963462,-1.827674802693953,-1.9444818503204784,4.354929805328409,-0.3796244693234991,1.6612951506428075,1.3888977356707377,0.024054999999998827,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.3602147504006522,1.5281394732419262,-0.3577397658879822,-2.6217218070994317,11.122133607331985,-1.1217035847959043,0.3587954328885291,0.3885830789485551,0.7421758122231736
