,index,phi,theta,psi,d_phi,d_theta,d_psi,dd_phi,dd_theta,dd_psi,position_x,position_y,position_z,u,v,w,Va,pitot_Va,Tm_up,Tm_down,Tr_r,Tr_l,Tf_up,Tf_down,alpha,alpha_deg,d_alpha,delta_e,delta_a,tilt,F_x,T_x,F_z,T_z,L,D,M,L_total,D_total,Mt,Mg,Ma,CL_log,CD_log,Cm_log,Time_DIFF,CL_0,CL_alpha,CL_d_alpha,CL_q,CL_delta_e,k_L,CD_0,kappa,k_D,Cm_0,Cm_alpha,Cm_d_alpha,Cm_q,Cm_delta_e,k_m,CL,CD,Cm,L_calc,D_calc,Ma_calc,CL_RMSE,CD_RMSE,Cm_RMSE
78,7,-0.024460127999999998,-0.18579925600000002,-1.018205166,0.007963488000000001,-0.20891746681393053,0.014006032,1.8467235249452494,-0.3758704721068306,0.31141779445262685,0.41013848799999997,2.1255507469999997,-3.00306797,5.142631154360483,0.040886206796799884,0.13777869203349247,5.1541631662987095,3.7008316519999997,18.958418014915548,21.417718369786662,1.853398783844689,1.0423836823147656,9.0,9.0,0.02825970397944993,1.534671528325577,-0.07772523466885939,0.1745329278174269,0.0,0.0,-7.040690316298788,0.0,-53.76796477448592,-61.27191885086166,-7.44461480233826,6.81640540151436,-0.06269519474741934,53.56011544057981,8.478171389642162,9.133801331429705,-1.9788203588786122,-9.5634870312914,-0.8651862210639544,0.7921779953912212,-2.5798702260386817,0.02407400000000237,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-1.0289494892661568,1.633917758308943,-0.1969444625722092,-8.853738550331107,14.059271903743083,-0.7300661074669641,0.3587954328885291,0.3885830789485551,0.7421758122231736
79,8,-0.024457492,-0.18909479699999998,-1.017660022,0.042829268,-0.18904592889264316,0.025900378999999998,1.3523474392935682,0.5933379028697437,0.3401073951434803,0.414572358,2.12249732,-2.9778223039999996,5.158208620918339,0.039168614008847344,0.12166929328342013,5.161985190552818,3.663568258,18.583270503155553,21.79286588154666,3.543467190197759,1.0471884779408833,8.23409344888169,8.23409344888169,0.024064221989777937,1.3512141714123462,-0.13048664593698497,0.17453292781742688,0.0,0.0,-7.202171974688621,0.0,-55.17914831722142,-61.43497895060423,-8.38283162804739,7.153061145569096,0.09896876219867326,54.99397063290632,8.501346022480618,7.9876599740503575,-1.971357670148168,-7.906756448164929,-0.9712721219313329,0.8287854492885433,-2.1264871663325966,0.021225999999998635,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.9192391171883045,1.5845324978296058,-0.1703258126998668,-7.933746445827948,13.675744251840092,-0.6333095911301481,0.3587954328885291,0.3885830789485551,0.7421758122231736
80,9,-0.023647407000000002,-0.191606268,-1.017177701,0.069224827,-0.12471254506027558,0.029412897,0.32169097487086795,4.07676209053463,0.2516560599786419,0.41614198700000005,2.117532969,-2.960202694,5.172637271929906,0.03684551081967004,0.10798945015737227,5.167964637637981,3.632598877,18.583270503155553,21.79286588154666,3.543467190197759,1.0471884779408833,8.23409344888169,8.23409344888169,0.020888771372003085,1.1959935938217465,0.051012214572769804,0.17453292781742688,0.0,0.0,-7.611965119548486,0.0,-51.310444272954406,-61.43497895060423,-8.295929274388412,7.405256449909068,0.6800039167011763,51.140385238608744,8.681284589038185,7.9876599740503575,-1.9657011978391021,-1.0457308488198174,-0.9589802499094391,0.856021603619664,-0.28059424946626405,0.02465700000000126,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-1.1020905265652767,1.6655541049022358,-0.2049064787685131,-9.533945108069142,14.408345800907872,-0.7636543741679201,0.3587954328885291,0.3885830789485551,0.7421758122231736
81,10,-0.022410724,-0.19249765600000002,-1.016388535,0.057589415,-0.040338652129032766,0.037447114,-0.34859776203403614,3.777064843629334,-0.18915879847271128,0.41800332100000004,2.109548092,-2.9411144260000004,5.187898177843109,0.02916889581618827,0.1345198052900355,5.18281467381189,3.6154091360000002,18.624953560017776,21.79286588154666,9.0,8.446714801019283,1.6001143457697613,1.6001143457697613,0.021990520927363207,1.485320297151537,0.03502307505299048,0.17453292781742688,0.0,0.0,-7.838019920657569,0.0,-54.14900895109384,-61.06476293412324,-7.069282533276687,7.5875087816061795,0.630014415917373,53.927646875290534,9.23897338215848,-1.5931527761454003,-1.9637405860275634,3.5636503595054836,-0.8125080425266484,0.8720703803783452,0.9507397265056906,0.02065199999999834,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.9463729084387396,1.5911600109976027,-0.1659353999630473,-8.23398307638637,13.843997947903112,-0.6219743755805499,0.3587954328885291,0.3885830789485551,0.7421758122231736
82,11,-0.021919337999999997,-0.191564858,-1.015950918,0.053430211,0.04668069666652682,0.020842301,0.15199733279989475,3.8241320930853213,0.11070960858838555,0.419146776,2.103972435,-2.927523613,5.195575023539332,0.02345943644202398,0.1167168493888896,5.202859487980912,3.584300041,19.00010107177777,21.709499767822216,6.116240660513064,8.382605049533531,2.2195018968958853,2.2195018968958853,0.02578073841771861,1.286914003581835,0.09963219971522297,0.17453292781742688,0.0,0.0,-8.056249391403828,0.0,-54.629143517910165,-59.64745034343835,-5.468706608435458,7.658017968070976,0.6378652331266316,54.434428840660864,9.281133149995679,-0.36659664384888035,-1.9658866421251366,1.3092470983735163,-0.6237120272423474,0.8734054052481618,0.34660541129781125,0.02433900000000122,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.9078744880868652,1.5708104037877368,-0.1509796005857491,-7.960242861729285,13.77286449609436,-0.5703015519588707,0.3587954328885291,0.3885830789485551,0.7421758122231736
83,12,-0.021009864,-0.18862189399999998,-1.015277863,0.064427927,0.12311985632334269,0.04242805,0.12697435444714023,2.5512618185830584,0.018836173030235815,0.42084527,2.09538722,-2.903691292,5.212175377461297,0.01669254552196015,0.15853173341833549,5.217593961061252,3.579047203,19.375248583537783,21.79286588154666,2.455253715823964,2.298752490317358,6.869936176205167,6.869936176205167,0.028739842925669622,1.7421516252385147,0.07961542908372077,0.17453292781742688,0.0,0.0,-6.901223437463827,0.0,-56.82536475615114,-59.6619930236361,-4.651602422975582,7.485483209659146,0.4255504713396542,56.589289849728715,8.625615276999923,6.488790146429908,-1.9726118090570888,-4.5062063927587035,-0.5275282468405775,0.8489125843691644,-1.1862287206051276,0.020970999999999407,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.7581533799104827,1.51198248353598,-0.11399949875942861,-6.685192916398463,13.33225552571797,-0.43305752184028223,0.3587954328885291,0.3885830789485551,0.7421758122231736
84,13,-0.020445386,-0.18556921199999998,-1.014983416,0.059183419,0.17384431145482585,0.021695767999999997,0.9464306590578241,0.7515007273133958,-0.17260176793106854,0.421907663,2.089366436,-2.89522934,5.221239162431054,0.012119203188049023,0.13613946804298382,5.224916231617411,3.5808329580000002,19.125150242364438,22.16801339330667,1.9579234257435627,1.3483541857049595,8.881195957993484,8.881195957993484,0.03016499584481567,1.4936013714616438,0.12233969542547979,0.17453292781742688,0.0,0.0,-7.665246968175042,0.0,-57.018625009826565,-62.361833163106596,-4.919238293678597,7.013574306155802,0.12535032131587442,56.79945544909197,9.148850735526963,8.92797410462577,-1.9795498464581378,-6.948171114478165,-0.5563177097919729,0.7931666169679862,-1.8239366682425706,0.02371400000000179,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.7450811623536412,1.5059984863668268,-0.10821415540198065,-6.5883787649312,13.316788759300783,-0.4122349650803212,0.3587954328885291,0.3885830789485551,0.7421758122231736
85,14,-0.018622462,-0.180284083,-1.014653563,0.106719181,0.18643323631098913,0.03471534,1.5403191536354393,0.9791296492622765,0.30926183850162625,0.424202442,2.080268145,-2.8724699019999997,5.235279723904334,0.008616689235643148,0.18788595510015027,5.2331922370083195,3.580815077,19.125150242364438,22.16801339330667,1.9579234257435627,1.3483541857049595,8.881195957993484,8.881195957993484,0.03228285420616009,2.0553732872166797,0.24841475898938206,0.17453292781742688,0.0,0.0,-6.582653437240561,0.0,-54.194788526433804,-62.361833163106596,-5.239153232912266,6.440228196720171,0.16331882549694773,53.92383223518464,8.522132759547821,8.92797410462577,-1.991553828026508,-3.7719788252684343,-0.5906244378103204,0.7260249870461694,-0.9870377938336906,0.021561999999999415,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.914926741403936,1.5670173828682596,-0.1421835530713711,-8.115887335910973,13.900278522035288,-0.5433564498108852,0.3587954328885291,0.3885830789485551,0.7421758122231736
86,15,-0.016584437,-0.175878778,-1.014203668,0.128922909,0.16229967356092467,0.035697907,0.71231113280384,-1.740227115410229,-0.06225899631716779,0.425916553,2.073582411,-2.856966972,5.247316726863315,0.007369126461789095,0.1958971195890561,5.24893515649153,3.608058929,18.791685787466662,22.58484396192889,8.191938716562122,5.299643205846505,2.483795424418558,2.483795424418558,0.03616597574267068,2.1380199884734044,0.07014494657151742,0.17453292781742688,0.0,0.0,-6.404234038419585,0.0,-58.47830823604956,-59.83570252064129,-4.434765397953352,6.149429263329406,-0.2902698828504262,58.19867736318624,8.5814160221392,0.10916331141672897,-2.001531529489291,0.31453606076000584,-0.49694911744735165,0.6890902158267023,0.08181368251341198,0.0235120000000002,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.6756753975731431,1.4787910840218337,-0.08929353278844587,-6.029715655392433,13.196706262219573,-0.3432926521797616,0.3587954328885291,0.3885830789485551,0.7421758122231736
87,16,-0.013906034,-0.17227675,-1.013679266,0.138825893,0.12102497478359563,0.031909078,-0.03940256746372777,-2.6973066943906017,-0.03352095104642412,0.427761436,2.063742399,-2.851826668,5.26135894277225,0.002700007453866721,0.20548017702839738,5.267743980222911,3.644148827,19.458614697262224,21.959598108995547,7.69568991953436,7.276022785135999,2.09296064614616,2.09296064614616,0.039611517803219545,2.236526116584076,-0.03069078949306414,0.1745329278174269,0.0,0.0,-6.087648999330084,0.0,-59.86301610414459,-60.57584680322045,-2.8024137279767922,6.393328894787981,-0.44991075662435237,59.57984543674851,8.419155845883626,-0.5925997586341003,-2.0096878777828007,0.004084081918588581,-0.3117931872385246,0.7113140980112294,0.0010547342251971722,0.020733999999997366,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.5801346282073234,1.4479897492698435,-0.06651026724722375,-5.214280852516452,13.014608777257147,-0.25753727657230585,0.3587954328885291,0.3885830789485551,0.7421758122231736
88,17,-0.011604162,-0.17058157899999998,-1.01330626,0.127179503,0.09163917809404147,0.034214739,-0.865703187988978,0.3091788803905077,-0.10193349458500053,0.42853307700000004,2.057011366,-2.83516407,5.273135798895375,-0.0028137834764505876,0.18969077068813944,5.280201518893429,3.683251143,19.667029981573336,21.751182824684438,2.5126142865941197,2.117714589134163,7.00378943190794,7.00378943190794,0.040101742931466025,2.0602154899606817,0.07588439390271803,0.1745329278174269,0.0,0.0,-7.37354074932554,0.0,-55.841529431661485,-60.05612054580193,-2.048402467849522,7.03237188657415,0.05157103724913669,55.54035602695101,9.376266039773334,6.65631494234457,-2.013541032446588,-3.747433783565857,-0.22682868951963048,0.7787257261610987,-0.9632319629824562,0.025157000000000096,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.7823376675427731,1.506703853559298,-0.10728601719668185,-7.064989937031606,13.606461768506362,-0.41739400351937433,0.3587954328885291,0.3885830789485551,0.7421758122231736
89,18,-0.009073365,-0.167914078,-1.012539029,0.09909790800000001,0.0955918301226374,0.027231248,-0.5340163625056131,1.2674284274409342,0.09746143123672796,0.431659222,2.048430443,-2.81729269,5.2802995616383726,-0.0075281797950169154,0.22463869303105033,5.283900742559257,3.786668301,19.416931640400005,22.12633033644445,1.6309006710242353,1.1371969585670367,9.0,9.0,0.03868771485846402,2.436053553404963,0.04261634506471157,0.1745329278174269,0.0,0.0,-7.718281372962115,0.0,-57.115491849436175,-62.31135960643573,-3.3248205360043275,7.622707672944182,0.21140706169714782,56.73581503892156,10.138962887026793,9.158061450377659,-2.0195459894741368,-5.030262254708563,-0.36765679362236825,0.8429147472492737,-1.2911575501102441,0.021474000000001325,0.1312614802785539,0.7356584886523014,-36.871384514354176,36.32561025081268,-1.111517721882179,-1.3182164337745375,0.23853828536498323,0.22283664766347946,1.9356552911174423,1.2371454813223528,-0.04573856804103349,-7.798727949212596,8.41397433466607,0.4091852228995726,-1.0472401445012678,-0.7269946266803908,1.4872977267295548,-0.09429886508960772,-6.57441044550497,13.450038489053837,-0.3673819834625193,0.3587954328885291,0.3885830789485551,0.7421758122231736
