,index,phi,theta,psi,d_phi,d_theta,d_psi,dd_phi,dd_theta,dd_psi,position_x,position_y,position_z,u,v,w,Va,pitot_Va,Tm_up,Tm_down,Tr_r,Tr_l,Tf_up,Tf_down,alpha,alpha_deg,d_alpha,delta_e,delta_a,tilt,F_x,T_x,F_z,T_z,L,D,M,L_total,D_total,Mt,Mg,Ma,CL_log,CD_log,Cm_log,Time_DIFF,CL_0,CL_alpha,CL_d_alpha,CL_q,CL_delta_e,k_L,CD_0,kappa,k_D,Cm_0,Cm_alpha,Cm_d_alpha,Cm_q,Cm_delta_e,k_m,CL,CD,Cm,L_calc,D_calc,Ma_calc,CL_kawano,CD_kawano,Cm_kawano,CL_RMSE,CD_RMSE,Cm_RMSE
936,111,0.01523089,-0.212695405,-0.38501313299999995,0.11022868,-0.11767548273906958,0.065353587,0.6111020261996788,1.6604101610332447,0.09726051798627904,13.47172356,-4.734523773,-2.803874493,6.102173074998547,-0.8595280869079308,-1.6451151710928982,6.379131495368241,0.0,22.93179517568333,21.21236908011667,6.187493112004257,5.940265170748163,4.886944222890238,4.886944222890238,-0.2629273962625701,-15.087943249382679,-0.18026687619056417,0.0,0.0,0.0,-14.96426428143702,0.0,-56.64274114159058,-66.0458109843329,-4.513331854182315,16.63338129645309,0.2769564148603452,58.585338160785135,-0.29577373849371114,2.9540779101069368,-1.917715609394335,-0.6673476827838688,-0.34241899397408265,1.261947021387521,-0.11752410725947943,0.020934000000000452,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.755582146932086,1.2666652740129762,0.0028393672127660086,-9.959123273570977,16.695571304149215,0.01612303359878576,-0.847745060255551,1.593344277121644,-0.28584600990467446,0.5951930399786935,0.4083850155637772,0.691196805361917
937,112,0.017378941000000002,-0.214533091,-0.383787721,0.140677363,-0.09222919848800404,0.065235734,1.1307331886740108,0.9816784734188381,-0.03516895356010756,13.53181839,-4.774629116,-2.810868263,6.0893469932384825,-0.8621153415653621,-1.6575884702763248,6.367049232271464,0.0,22.93179517568333,21.485914140774998,7.1197217927897585,5.975213909962498,4.495062553349062,4.495062553349062,-0.26665803913303565,-15.227593538047994,-0.15040559278443838,0.0,0.0,0.0,-14.522640275954744,0.0,-56.92974430502692,-66.50277012590871,-5.197396149369132,16.4285032662985,0.1637439693662622,58.745375484116344,-0.9400672586102878,2.3486495238806624,-1.9133795435243823,-0.3914383047019638,-0.3958157697927577,1.2511381622665183,-0.06919661006622535,0.026073000000000235,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.7336178616721236,1.2657784073558827,0.002780518433898038,-9.63302359418242,16.62074207854472,0.01572911477767396,-0.8500397287925926,1.5902099315300016,-0.287240449052536,0.5951930399786935,0.4083850155637772,0.691196805361917
938,113,0.020996697,-0.21642909899999999,-0.381980121,0.163381055,-0.07024460787598943,0.0637004,0.8565552726813705,0.3269301253997658,-0.013206720249116384,13.618562699999998,-4.832176208,-2.825721264,6.075084028818084,-0.8660332925466077,-1.6839741853095769,6.360840159902292,0.0,22.970873041491664,21.603147738199997,7.042310372832553,6.223304106803839,4.422087294102483,4.422087294102483,-0.26979622590546737,-15.493031039662904,-0.1477350000049533,0.0,0.0,0.0,-14.054126502053315,0.0,-57.52931722310102,-66.68380984753303,-5.780893988427563,16.388354531905822,0.05453194491668094,59.19302624808365,-1.8238573095462396,2.237699177323358,-1.9088223512223412,-0.2223067427336653,-0.44111287006627387,1.250518365793275,-0.03937509218878624,0.021454999999999558,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.712480161506303,1.2640076207770774,0.0036679419851191053,-9.337229906501872,16.565134576959856,0.020708732092317626,-0.851969985507077,1.5872808447408986,-0.2884134400465075,0.5951930399786935,0.4083850155637772,0.691196805361917
939,114,0.023455335,-0.21722558100000003,-0.381021082,0.181387722,-0.05252557800972113,0.064608045,0.571518707407237,0.7173992917910046,-0.17241151841788624,13.66464043,-4.862236023,-2.8406343460000003,6.067736691298928,-0.8665707023624796,-1.697556182852182,6.359246213032498,0.0,22.93179517568333,21.75945920143333,7.554291927460741,5.648174254462568,4.465780065123439,4.465780065123439,-0.27275164482966185,-15.629898665989447,-0.11660807754576787,0.0,0.0,0.0,-14.40011691397399,0.0,-56.64018456748552,-66.82528068928686,-5.970116101386444,16.552599165737764,0.11966220187073957,58.42546371401273,-1.3925030619451508,2.2967107755073917,-1.9068471370863114,-0.20730877811590578,-0.45577991767373355,1.263684350006902,-0.03673705385482154,0.023447000000000884,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.6970976627085833,1.2622275885674763,0.00462388570553629,-9.131060450439874,16.53351751121954,0.02609278630644803,-0.8537878241623972,1.5852030974586253,-0.28951811610082867,0.5951930399786935,0.4083850155637772,0.691196805361917
940,115,0.028192921,-0.218251526,-0.37950918100000003,0.189043388,-0.040514541828618675,0.055958778,-0.004225352112676519,0.8269097968537933,-0.217681351934673,13.74464417,-4.9145026210000005,-2.858593941,6.052961696128064,-0.871013026474963,-1.7120200194631696,6.355352445898715,0.0,22.93179517568333,21.75945920143333,7.554291927460741,5.648174254462568,4.465780065123439,4.465780065123439,-0.2753987451138088,-15.79302806841706,-0.08843869902249056,0.0,0.0,0.0,-14.797695920814533,0.0,-56.235690300127395,-66.82528068928686,-5.883644841227638,16.735183888322478,0.13792855411521274,58.14024355331031,-1.0661836889071061,2.2967107755073917,-1.904181305897199,-0.25885349134787744,-0.4497289633986558,1.2791895339506543,-0.045927484580114,0.02149599999999907,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.6878688996604738,1.2617307045489872,0.004490556683793168,-8.999145334877438,16.50677620302084,0.025309382526007323,-0.8554160201455919,1.5839783133069523,-0.2905075488588533,0.5951930399786935,0.4083850155637772,0.691196805361917
941,116,0.030801852999999997,-0.218514398,-0.378724486,0.18119782199999998,-0.03920923050621343,0.054824792000000004,-0.658852185406702,-0.43891533929249954,-0.12095255057463096,13.78913879,-4.94305706,-2.8652944560000004,6.044542409803638,-0.8710261384303826,-1.717001849274589,6.345827068821657,0.0,23.166262370533328,21.64222560400833,7.777166258679121,5.853432232453083,4.306928211109127,4.306928211109127,-0.2775023896855872,-15.85763222661281,-0.09080983308576976,0.0,0.0,0.0,-14.236549660803075,0.0,-56.8116041096686,-67.05294288789213,-5.7950100909429585,16.6761762825193,-0.07321107859398893,58.5396689519614,-1.8288976879510663,2.044441041838302,-1.903392750434651,-0.3282747347983868,-0.4442847633502415,1.2785087371712267,-0.05841964404322419,0.02314100000000252,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.688778224962475,1.2636350974124393,0.00223896408093327,-8.984050530971585,16.482172572283407,0.01258130466094019,-0.8567099437881346,1.5840982683972262,-0.2912938488199932,0.5951930399786935,0.4083850155637772,0.691196805361917
942,117,0.035271107999999995,-0.219250232,-0.37733113799999995,0.159634203,-0.05378400397969869,0.050559819000000006,-0.3884451326636236,-1.3605323888463123,-0.12704173611423647,13.87029076,-4.995472908,-2.8762559889999997,6.035103415284006,-0.8714265841072965,-1.7334196307406446,6.335720611283581,0.0,23.439807431191674,21.720381335624996,7.554291927460741,5.905439610903142,4.36426139386716,4.36426139386716,-0.279481578448074,-16.02527527992846,-0.13201633084867764,0.0,0.0,0.0,-13.80224077262724,0.0,-57.473177634773705,-67.34844309291488,-5.722938782737929,16.290866079827815,-0.2269368024595649,59.05003603960214,-2.6002387400995275,2.1385962675119266,-1.9013411377722567,-0.4763915810874296,-0.4401601829572488,1.2529560190050721,-0.08504914568362965,0.021256999999998527,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.7046379197892799,1.2676519000220503,-0.0021020840296752663,-9.161663946648988,16.481941126310918,-0.011774546662711383,-0.8579273163268194,1.586215909894954,-0.29203362970689284,0.5951930399786935,0.4083850155637772,0.691196805361917
943,118,0.038188331,-0.22049243699999999,-0.376466453,0.163951635,-0.08256057157316032,0.049184393,0.5130665353970394,-1.240428541991086,0.08025476234087746,13.92508698,-5.030655384,-2.885513783,6.028305345262926,-0.8671640649816929,-1.7506381935673208,6.332189032854851,0.0,23.51796316280834,21.681303469816665,7.295698985969766,5.364983047610335,4.688401223942762,4.688401223942762,-0.2823762336584401,-16.193457747804427,-0.1684986129377203,0.0,0.0,0.0,-13.900034248736114,0.0,-57.67366998766197,-67.23675111409062,-5.461688310467308,15.78615009033963,-0.20690348080411317,59.26195979098055,-2.7355591190801114,2.6391901305821923,-1.8982032504393571,-0.7585159051708946,-0.42053568892424414,1.2154921933167742,-0.13556727373514638,0.0224189999999993,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.7361705693077449,1.2726705176499131,-0.007722214217552592,-9.560982096866633,16.52875100114763,-0.043206757396286675,-0.8597077800344007,1.590569459494918,-0.2931155935091241,0.5951930399786935,0.4083850155637772,0.691196805361917
944,119,0.041906986,-0.22254046800000002,-0.37542071899999996,0.18204289699999998,-0.11434526253826417,0.054065025999999995,0.6330126197601447,-1.0227190943466467,0.13586002273412945,13.98771095,-5.069624901,-2.8972139360000004,6.016544001104663,-0.8615336038580028,-1.7761219527155305,6.335302394999002,0.0,23.79150822346667,22.072082127900007,7.554291927460741,4.980334759186501,4.7793897625372805,4.7793897625372805,-0.2868839812512571,-16.44693471239705,-0.22048655195055136,0.0,0.0,0.0,-13.704350730730457,0.0,-58.723806579965775,-67.9569965630885,-4.988585007264004,15.496166348943271,-0.17058954493702067,60.20104192793552,-3.48270569859897,2.7610443140271377,-1.8930876274695505,-1.086180396534747,-0.38373054208179314,1.1919917781517224,-0.1939390101797439,0.020687999999999818,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.7701208139728409,1.2769845373145086,-0.013096142033413916,-10.011747111721885,16.60109170042885,-0.07334662961177994,-0.862480435293378,1.595469827261585,-0.29480049874673475,0.5951930399786935,0.4083850155637772,0.691196805361917
945,120,0.045476135,-0.224962175,-0.374444664,0.19123891,-0.1352136072033472,0.055040911,-0.05724837027379076,-0.6389991525423434,0.0870631681877404,14.05336189,-5.110459805,-2.909924984,6.010255499631138,-0.8574194677201398,-1.8075118755438573,6.338097891504243,0.0,23.596118894425004,22.34562718855834,7.594537379555833,4.688401223942762,4.902432325167125,4.902432325167125,-0.2926030546725059,-16.738026274577916,-0.263032220090003,0.0,0.0,0.0,-13.30034231115692,0.0,-59.67032175728794,-68.02954933681619,-4.614188722045968,15.555538709303896,-0.10658505864406288,60.972631101363675,-4.447995142672713,2.9412588472150936,-1.887075226853392,-1.2655725009287724,-0.35461831097093194,1.1955035209072107,-0.22577042869812727,0.025332000000002353,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.7934440510609234,1.2799530160668267,-0.01746170693501825,-10.324059640225062,16.654370597259952,-0.09788286377302541,-0.8659981608694887,1.598964298773009,-0.2969381731757772,0.5951930399786935,0.4083850155637772,0.691196805361917
946,121,0.050236154000000005,-0.22833468,-0.373156011,0.179408327,-0.1403679272221179,0.058071673,0.06687653414001277,-0.08195252808988245,0.05867139152981466,14.13861084,-5.162322521,-2.9272103310000004,5.999692842764697,-0.8495907676530144,-1.8503881639517377,6.335795942384764,0.0,23.596118894425004,22.34562718855834,7.594537379555833,4.688401223942762,4.902432325167125,4.902432325167125,-0.2984637806906948,-17.140485385126038,-0.22402692159789883,0.0,0.0,0.0,-13.529923811256689,0.0,-58.08598257473697,-68.02954933681619,-4.583238641911877,15.737984533908516,-0.013669681685392392,59.49357388843785,-4.189853934451978,2.9412588472150936,-1.8786600766613113,-1.1953655873469569,-0.3524956782157233,1.2104042502387575,-0.21340092582001002,0.020948000000000633,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.8055506834290266,1.2822411244748688,-0.021079233663430452,-10.47397528105566,16.672025880400188,-0.11807535713393609,-0.8696030150635545,1.6008193126497063,-0.29912879449183816,0.5951930399786935,0.4083850155637772,0.691196805361917
947,122,0.052995238,-0.230364546,-0.372393817,0.194333956,-0.1398761015453623,0.057756222999999995,-0.009074104043781032,-0.3567044994782935,0.005292710972935175,14.18660164,-5.19050169,-2.940945148,5.992411817918884,-0.8451555696992502,-1.8701082338866795,6.331972096248527,0.0,23.478885297000005,22.423782920175004,7.335143772164279,4.7793897625372805,4.9646926826979625,4.9646926826979625,-0.3039008941014155,-17.332066964591235,-0.24534374221458743,0.0,0.0,0.0,-13.683363468411272,0.0,-58.818761212429436,-67.94658711727249,-4.648934037800032,15.671584456579756,-0.05949831051297936,60.224448925227314,-4.460589425864233,3.0402479549897117,-1.8735730181633983,-0.9942863258188249,-0.35798026746121747,1.2067536234526353,-0.17771799098156169,0.026012999999998954,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.8075262027816875,1.2832666092560083,-0.023574450768341304,-10.486991579595683,16.66522532555181,-0.13189297216443738,-0.8729473108080441,1.6011246733417006,-0.3011610779492804,0.5951930399786935,0.4083850155637772,0.691196805361917
948,123,0.057495534,-0.234306827,-0.371061176,0.178982198,-0.1510654627423103,0.058320224000000004,-1.1753634201194187,-0.9577353602629949,0.22446235187268548,14.26973534,-5.239530563,-2.96645546,5.981130662761145,-0.833938598748487,-1.9204027942330055,6.333622281490153,0.0,23.088106638916663,22.34562718855834,7.634906011020254,4.886944222890238,4.794662300917861,4.794662300917861,-0.3094151679249422,-17.80062372091419,-0.28758829285515475,0.0,0.0,0.0,-13.401627787396542,0.0,-59.81683657875693,-67.54490866322121,-4.283187373002484,15.247419475490032,-0.15975025809186755,61.050122825288376,-5.526306963862533,2.779905091344625,-1.8637363882373812,-0.887951108586074,-0.32964496195219956,1.1734800687329687,-0.15862902223752715,0.020230999999999,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.8202655224088986,1.284942841921682,-0.0266680619292734,-10.657984600415451,16.695692611091495,-0.1492787058756666,-0.8763390668905288,1.6031117830490136,-0.3032222024145641,0.5951930399786935,0.4083850155637772,0.691196805361917
949,124,0.059977442,-0.23688484699999998,-0.37015748,0.13998045,-0.18298425400071427,0.06813626,-2.338236724850705,-1.559069751952223,0.3351322232429938,14.320547099999999,-5.268802643,-2.9759855269999997,5.976109518346573,-0.8231935207242992,-1.952607593914749,6.341819360838903,0.0,22.658250115025,22.541016517600003,8.554180283675462,5.218661287594127,4.321215314535137,4.321215314535137,-0.31591922584079746,-18.094056887099928,-0.3027778908985286,0.0,0.0,0.0,-12.949481504240017,0.0,-59.470145433996905,-67.61453883296487,-3.3757057237058525,14.779408664774593,-0.2600528346256308,60.55104686421512,-6.161005828354824,2.032787779898586,-1.8573273231921612,-0.96507140868564,-0.259131693796601,1.1345222344828179,-0.17196086752567005,0.023309000000001134,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.8571623086562897,1.2893317424387971,-0.03214783164260848,-11.166243962991121,16.796110421454657,-0.18041868255223592,-0.8803396259311072,1.609042526787341,-0.3056532882334797,0.5951930399786935,0.4083850155637772,0.691196805361917
950,125,0.062720448,-0.242126927,-0.36868965600000003,0.07717537099999999,-0.2273828451554985,0.072911881,-2.3473413839891846,-1.7864652419719884,0.08180997286295914,14.40161133,-5.3145070080000005,-2.998167992,5.967713244385102,-0.8082748213299246,-2.003251123703344,6.350326137931489,0.0,22.423782920175004,22.541016517600003,7.614706297866885,4.673344249458503,4.917951222286339,4.917951222286339,-0.32369236827907927,-18.555951081333905,-0.3422412326205422,0.0,0.0,0.0,-12.975903899468692,0.0,-59.262521669601746,-67.08875242967306,-2.5516291004329408,14.69742209610475,-0.29798240236092766,60.310990744451246,-6.5578161053036155,2.9569859111882777,-1.8445524022017366,-1.0856456321720518,-0.19534809245387624,1.1252079583103851,-0.19292741356526313,0.020910999999998126,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9068339553132861,1.2961320592008092,-0.03967295123046277,-11.84502945778405,16.93002597935136,-0.22324855458738027,-0.8851207818890461,1.6174387309978555,-0.3085587322800418,0.5951930399786935,0.4083850155637772,0.691196805361917
951,126,0.06345652,-0.246814385,-0.36758545,0.036181014,-0.2655607625924916,0.071753897,-1.2472223464452585,-1.5316083782057919,-0.008658574427307126,14.45927048,-5.346705914,-3.015058517,5.960069844214813,-0.7954943418777419,-2.047699099998119,6.3537802876246126,0.0,21.993926396283342,22.697327980833332,7.983012745504128,4.871486915455685,4.673344249458503,4.673344249458503,-0.33212521773902276,-18.96116590330344,-0.39709888647913427,0.0,0.0,0.0,-13.352077405632702,0.0,-59.99761528224942,-66.8924425369935,-2.6098735776317015,15.077002798242114,-0.2554722774847261,61.080539492862286,-6.867277907854538,2.5861634768349844,-1.8333252674265275,-1.0614565174969608,-0.19958999782623377,1.1530133036014503,-0.18842379007611423,0.022916999999999632,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9498067210913218,1.3031306340871378,-0.04733710966848714,-12.41983812932045,17.039963160215255,-0.26666634588332483,-0.8903077148132708,1.625084091027301,-0.31171076152091626,0.5951930399786935,0.4083850155637772,0.691196805361917
952,127,0.063795075,-0.253448278,-0.366283745,0.02251211,-0.28482257917754117,0.072532393,-1.0246405088460173,-0.6654799240797796,-0.011070565108343752,14.53073311,-5.384990692000001,-3.0334692000000003,5.947435566105331,-0.7735881022178221,-2.112305998455679,6.354479092125117,0.0,21.993926396283342,22.697327980833332,7.983012745504128,4.871486915455685,4.673344249458503,4.673344249458503,-0.3403943503915753,-19.55312969257414,-0.3874188694069561,0.0,0.0,0.0,-13.621141932210522,0.0,-58.602505453148034,-66.8924425369935,-3.660906195035633,15.535053976694217,-0.11100205133650724,59.78172473539561,-6.77750253301741,2.5861634768349844,-1.8174687885659755,-0.9006968131175526,-0.2799061104838563,1.1877814680610568,-0.15985146800618602,0.021340000000002135,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9765112304066124,1.3079292158652134,-0.05314939219847736,-12.771839838500494,17.106472455181432,-0.29947481101925766,-0.8953939477187722,1.6300134375437205,-0.3148015967174089,0.5951930399786935,0.4083850155637772,0.691196805361917
953,128,0.063596435,-0.258830696,-0.365262598,-0.009166501,-0.28818552939343345,0.07126394700000001,-1.1132949767743083,0.18334110402938023,-0.00038422815166884574,14.5870285,-5.414818764,-3.05179739,5.937036987206193,-0.7554384810479916,-2.1542838983393393,6.359016798025689,0.0,21.837614933049995,22.736405846641667,7.8797045665624985,4.598521299672125,4.840664685113565,4.840664685113565,-0.3481592714943054,-19.94355916140945,-0.3249974007085994,0.0,0.0,0.0,-12.927778120336177,0.0,-56.46164202762858,-66.73357601615342,-4.9713199434561615,15.637386326337051,0.03058129615210062,57.48517700748838,-7.10625724291244,2.837692286597618,-1.8046137153602098,-0.8100902620211649,-0.3795556481824244,1.1938998838295505,-0.14356592724282216,0.024944999999998885,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9882263885153088,1.3092864046359016,-0.05615071798737348,-12.943529038236303,17.148688594759452,-0.31683805984223967,-0.9001700468431633,1.6322190514399222,-0.3177039677943678,0.5951930399786935,0.4083850155637772,0.691196805361917
954,129,0.062696218,-0.266441315,-0.363861889,-0.029016748,-0.2879531555557874,0.07251460900000001,-0.21995282346076855,0.09687541330797671,-0.015390983943120462,14.67394638,-5.458746433,-3.073573112,5.930720985191311,-0.726641274411514,-2.2073831417884366,6.369640688714821,0.0,21.720381335624996,22.658250115025,8.276371360570572,4.886944222890238,4.568807683653883,4.568807683653883,-0.35554626385867577,-20.415001724719897,-0.2811188579473563,0.0,0.0,0.0,-12.440121627602732,0.0,-55.39233388341768,-66.67956240141858,-5.719494571780224,15.374214710288564,0.016158818939770517,56.25251108627109,-7.663046107816351,2.4150071067540244,-1.7864364027502393,-0.9299919383927928,-0.4352226328797312,1.1698946682604172,-0.16426582833385228,0.021328000000000458,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9935659038557446,1.3083187571149764,-0.057269538608920145,-13.05698363205112,17.19332007153492,-0.32423182448832266,-0.9047136870549032,1.633233048621768,-0.32046507672263846,0.5951930399786935,0.4083850155637772,0.691196805361917
955,130,0.062077402999999996,-0.270906717,-0.363043845,-0.019344378,-0.2910098317014721,0.07055176,-0.10372461785652232,-0.2978575647038393,-0.12070568438422771,14.72593689,-5.483511925,-3.0858078,5.927881691568729,-0.7080995521680036,-2.2386445628466713,6.381817604187779,0.0,21.564069872391666,22.697327980833332,7.920935453612159,4.422087294102483,4.917951222286339,4.917951222286339,-0.36266266973012207,-20.68887486037764,-0.30831854295458444,0.0,0.0,0.0,-12.102207705781435,0.0,-56.427888314517446,-66.44032304551232,-5.796190711643636,15.162963719832925,-0.049682641792600395,57.06463089839086,-8.613820953557434,2.946541193114319,-1.7757346429567478,-1.1240719786787483,-0.4393772637941836,1.1494206870811257,-0.19778951222465985,0.02472799999999964,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9975251324375546,1.306810948556767,-0.05799732290608728,-13.159183197913531,17.23922948695647,-0.32960880879804166,-0.909090893133594,1.6339884512084268,-0.3231250458710597,0.5951930399786935,0.4083850155637772,0.691196805361917
956,131,0.060947943,-0.279109448,-0.36162173700000005,-0.033793889,-0.2922413827263905,0.066955388,-0.23770601721677545,-0.06698851494571265,-0.15445989964096252,14.82027245,-5.528821945,-3.108671188,5.925346591620787,-0.6739678289394219,-2.3016934956948063,6.3906897095637385,0.0,21.485914140774998,22.697327980833332,7.8797045665624985,4.393112754300164,4.949081401051762,4.949081401051762,-0.3693525624453942,-21.228597142208635,-0.2919927339145362,0.0,0.0,0.0,-12.169158858283463,0.0,-55.469288959915886,-66.35422224457452,-5.7587994894198555,15.380309149749749,-0.01117368429294487,56.11164917167846,-8.741468542027787,2.993376296567791,-1.7559800748523613,-1.1162038341972762,-0.43533159006453986,1.1626614974433258,-0.19586009463280854,0.021505999999998693,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-1.0025585989940156,1.3061321029574136,-0.05920061480718908,-13.2623822386615,17.278215179631005,-0.3373834438225143,-0.9132057566739907,1.634953150898792,-0.32562559299419,0.5951930399786935,0.4083850155637772,0.691196805361917
957,132,0.060181177999999995,-0.283652604,-0.36090064,-0.030334477999999998,-0.28253041139876556,0.063410461,-0.40513957269974193,1.0027723022719635,-0.22440882605356025,14.87126923,-5.551696301000001,-3.1234312060000002,5.923758945982509,-0.6549127317832245,-2.3289373507578146,6.3972198815746655,0.0,21.446836274966667,22.541016517600003,8.36129672205628,4.480405911815087,4.7337569164495354,4.7337569164495354,-0.3754037487082355,-21.462367428864543,-0.25449248233701194,0.0,0.0,0.0,-12.685750955552017,0.0,-54.22705232546167,-66.2970692593371,-6.079384183121951,15.973253892401408,0.16726242001896352,55.108434831050026,-8.03504148629984,2.65359894166414,-1.745005633561992,-0.8492893309347983,-0.45862816447932686,1.2050207542028222,-0.14872056437389009,0.022772000000003345,0.28117603556243503,0.6150866262777281,-1.8937023514123044,32.33038805529081,-0.7839349165175371,-1.5663964574997304,0.027593662436084434,0.09582454689945712,2.4471659158419294,1.22024632789388,0.3737798541106289,-0.20420826359690186,4.257949578380773,0.15471587438541048,-0.982240404397684,-0.9970217276088883,1.3038643964260523,-0.059162883992214255,-13.21610531253716,17.28348409995151,-0.3378578233175544,-0.91692776041738,1.6338922371807065,-0.3278874045127109,0.5951930399786935,0.4083850155637772,0.691196805361917
