,CL,CL_log,CD,CD_log,Cm,Cm_log,Va,alpha,alpha_deg
491,-1.7432942665678663,-2.4629136239038285,3.0120427101543674,3.9212311328343703,-1.4380394592955814,-1.3376217238338093,2.8550568068748943,-0.3297515122525506,-18.918301688385718
1156,-1.8199653015719532,-2.1795150090562205,3.0321979711296208,3.466162650794007,-1.4028715419388602,-1.1329439106724737,2.911452294501286,-0.33089617326993814,-18.916514294001406
1106,-0.5904784516933933,-0.4364133289450234,1.323975884494924,1.4231564826781047,-0.009593985715482312,0.11670262931259161,5.976739553704041,-0.3314012892019418,-18.915091012715102
1042,-1.04273488261657,-1.2799976394954606,1.5773349717663196,2.040704071815832,-0.2000597102427839,0.30626225693521,5.484992340599844,-0.3296773060744071,-18.911500188986253
1105,-0.6511804191249062,-0.5555369650886197,1.3452117101938807,1.4761784782216565,-0.02738606399125043,0.17474245543027414,5.94983846167952,-0.32839106489989556,-18.9052206152158
1253,-0.7948948036401369,-0.6107069352651613,1.289538399790739,1.11685964468806,0.05138371855458823,-0.12349256424086934,6.622272179646879,-0.35031836146259854,-18.901338735280916
1025,-0.7945158957147757,-0.7188161190375975,1.4913360931264452,1.9394226142281852,-0.1672644965100114,0.15378500882478258,5.409419250340793,-0.3290346604132231,-18.862143960575484
1209,-1.3581600394541111,-1.7695065657115319,1.8815091792122498,2.1267247342666256,-0.41530887861131927,-0.5755841092248039,4.87468691488064,-0.32825418768175907,-18.852936997769515
1445,-0.7503405400676617,-0.44228925478157793,1.3378380875236489,1.3099437237160352,-0.008593800783710526,-0.05690742347120822,6.185625033712844,-0.3279889402961462,-18.845230211316128
809,-0.8612742962122683,-0.578022963652269,1.3693906227398678,1.2516067757693277,-0.026283320426885304,-0.027671178932475872,6.238141301908733,-0.32842062926868854,-18.838305512271443
1098,-0.7573739441654401,-0.834821927619465,1.390964396085594,1.5574324021248644,-0.0641386726564761,0.061375395784086934,5.8761952124017585,-0.3287565838975995,-18.831004443489068
1100,-0.7517549990892348,-0.8440843052031695,1.3864301432196786,1.529760718867842,-0.05940995819778294,0.09966257679833188,5.891593210954626,-0.3272489772150874,-18.822583021901448
1099,-0.7703874420756948,-0.8670088785646394,1.395146423929686,1.5637718797814402,-0.06620549123306207,0.17764980120738558,5.877523920603873,-0.3277392012624945,-18.797484872932223
1587,-0.7379957759797922,-0.8521953719816289,1.4088488051957224,1.6682709154808524,-0.08818225541848412,-0.08028677243358785,5.738722038988817,-0.3281725636794875,-18.784336437274536
1104,-0.6658238811613872,-0.6634201629165294,1.3517678630011623,1.5161935812064482,-0.03332430636655648,0.049319683331383576,5.936354424214549,-0.327151362781093,-18.78290615026232
1101,-0.8034222302740158,-0.802872772744515,1.400023432073502,1.4946448216192902,-0.0656476838165636,-0.09646309249843844,5.9163487031434405,-0.3276827440970725,-18.78198233781645
1549,-0.7899475445529937,-0.8598892082762465,1.478874939131581,1.54667034614624,-0.14811985453012366,-0.2996982556385771,5.4632061395430105,-0.331475674328081,-18.77625965124321
1446,-0.8195283217018094,-0.5291559232828643,1.3630190374690851,1.3773550087310904,-0.02372991182647488,-0.026803343886573846,6.178701952110153,-0.3279999522196731,-18.77602097901677
1550,-0.8024405588507801,-0.9051141520873075,1.4631365640125749,1.5804233572981676,-0.12950078426063527,-0.3896434893824015,5.565951951558378,-0.32208565852371585,-18.77246197752258
1103,-0.7048356171819739,-0.7306871603592732,1.3635021846057545,1.5138771008660799,-0.041566363761139646,-0.14592808288112444,5.9371253394471895,-0.3275261334146014,-18.76471093438152
819,-1.2444362405680565,-1.3438700154526095,1.5331861928213493,1.4719535979909053,-0.08935225573007255,0.19713558018741567,6.339122247888727,-0.3266388299753231,-18.752725604468846
1444,-0.6788000987792155,-0.4163210760972445,1.31843863463767,1.317315101972722,0.002387354711230083,-0.061518723388390914,6.164611484938149,-0.3270148296312059,-18.736227559754884
919,-0.7968098166975035,-0.6303382637637507,1.292631127472458,1.1496248171975896,0.051208316917843444,0.046749932340372634,6.604552220702107,-0.32723193469984524,-18.73117695557937
1097,-0.7558701160572494,-0.7357699998702043,1.3912043348559393,1.5132895773229282,-0.06490944025768419,-0.1402046068809264,5.8718859032334745,-0.3286091557483975,-18.72557077907893
1096,-0.7130215604053602,-0.6014275613276976,1.3806516005322185,1.4751678711903227,-0.05974953179227804,-0.25215293206214406,5.85222203821562,-0.32621595062367104,-18.725250169528397
1725,-0.7529798520901296,-0.738789710526118,1.1910410281848676,0.9625216632081941,0.15165458161229306,0.025683810439428963,7.304358546973137,-0.3259465959870396,-18.711231597692983
1024,-0.800946644637968,-0.7717211849939626,1.4950659323578814,1.9716773372086676,-0.17054783055008138,0.18118554550797186,5.402298608989552,-0.3258609232002884,-18.698045346863186
1155,-1.7572358454765937,-1.8564484082421093,2.9573713035307323,3.350539316229851,-1.3641914755755262,-1.3630097391033136,2.9474743173752387,-0.3273712012612614,-18.692090693159184
1102,-0.7602282850568507,-0.7679519035315844,1.381949614814699,1.4926796538968286,-0.05351172223734779,-0.21801065370362674,5.934524012919381,-0.3280062420791821,-18.688530062995437
1047,-0.9773162918866938,-1.1842095639250074,1.5429690770360793,1.937319225074427,-0.18438784994250423,0.037499947287735855,5.510552087913725,-0.32607211675204806,-18.685032331290053
1447,-0.8616144180789639,-0.6633621137610805,1.3823228911632324,1.4589974168954216,-0.03580352858942604,0.020524626077657114,6.155714857311236,-0.32658482263856076,-18.680393012020506
1043,-0.9736133131539053,-1.1081525630053206,1.547800568913869,1.9551152987964557,-0.18639203893976397,0.3674099577924397,5.477985255206668,-0.3252770708616655,-18.627391954897405
928,-0.8078327078063547,-0.6541378900873918,1.2860117683985337,1.2811313159172188,0.05420836917169747,0.0623662775400461,6.682578852555965,-0.32515996577389805,-18.616084863848457
929,-0.874146623110652,-0.7903878961607752,1.3112639879265002,1.3362632465723916,0.039994050118743685,0.08003931031082119,6.678814163723863,-0.32397054545999315,-18.611717260637583
1443,-0.609889393932927,-0.40061548362451804,1.3029329334159203,1.3715480069463653,0.011777862470431,-0.043570585432456906,6.137972193817167,-0.32471279101386513,-18.605903745549185
927,-0.781748694037903,-0.5367828433572353,1.2762585100491175,1.239078775506338,0.06033535371227927,0.03209036429050877,6.686723273589853,-0.3251778841006888,-18.598887379291668
1046,-0.8360958820653648,-0.8490988665588906,1.486958397139334,1.723646148244283,-0.15520489474171062,-0.06779780190522075,5.506416299890818,-0.32505857668655114,-18.592731607643415
1586,-0.6495858309282505,-0.8166634552024067,1.3787831345728239,1.6864059913543636,-0.0668626044356071,-0.08143652351580875,5.754476093613784,-0.3221858181806432,-18.590875729238494
1048,-1.1660008343466064,-1.460898101123495,1.6347365788771604,2.109833215445698,-0.22495594508744077,0.26967358111456047,5.500218632583284,-0.3235982169831908,-18.57179094303101
808,-0.8226305838372241,-0.5710444950028684,1.360262719703687,1.271236630437396,-0.023639811683932477,-0.03448891740905763,6.20368097249349,-0.32239774484660555,-18.56449585650562
926,-0.7537251470518955,-0.4574049533164901,1.26662536605106,1.2036914562864998,0.06647408885476391,-0.0030459010795248916,6.687363640013488,-0.324213372351693,-18.557451593035378
891,-0.5907372967415552,-0.19534809245387624,1.2653375056858314,1.1252079583103851,0.04661211247163477,-0.19292741356526313,6.350326137931489,-0.32369236827907927,-18.555951081333905
1231,-0.18383938503560937,0.2353780116531207,1.2964475702587832,1.1924287344964666,0.03169773139969467,-0.15450630197267573,5.733489646713482,-0.32432278447819396,-18.53715521836076
1045,-0.7485633513334249,-0.7003083014743392,1.45929367991521,1.6508786653389529,-0.1384995958712254,0.04310920902638674,5.490634586847977,-0.32277378729803463,-18.52218546514343
1023,-0.8426588849732276,-0.9137532746921203,1.5102702079025274,2.0332220759451576,-0.1796100206675828,0.20281095468829882,5.402338041947228,-0.32346191661665286,-18.52175777989798
925,-0.7240196172968522,-0.3997430160248881,1.2576027326007206,1.1488713028772997,0.07216010147172103,-0.016028127944987685,6.681986908160467,-0.3227099215733456,-18.51399066804388
1095,-0.6363912531496728,-0.49261188643280784,1.3625646692752371,1.4848663790088121,-0.0490748844038853,-0.19521577076472296,5.824460118964938,-0.3223283557764971,-18.510341932387483
920,-0.6826857576976805,-0.4591018762584426,1.253443418644491,1.0810608079640092,0.07603705791254733,-0.01480702599185165,6.617175645240625,-0.32248193802417535,-18.505929292424
1210,-1.3725252751093056,-1.841623657045535,1.8834201898802745,1.9693098123610242,-0.4104800533636941,-0.42153735547203647,4.901902612145837,-0.32487152059910823,-18.504812581052736
760,-1.2400624159639564,-0.9863014496525947,2.0688596136514947,2.2882599952536737,-0.6643810840846858,-0.9713582787221464,4.032755435684315,-0.32655766262798525,-18.482753941277057
1044,-0.7870662923858438,-0.8348759411557957,1.474921182129908,1.76988195024141,-0.14769066922593876,0.25435381417110486,5.477986366281966,-0.32243797680820224,-18.466703647440163
1448,-0.883592889312559,-0.7495373629651665,1.3910242258025747,1.454336819242481,-0.039987172387529135,0.06830919102805497,6.154505662152992,-0.3228457355167636,-18.46177503275331
1154,-1.7885350114892962,-1.7075887046648375,2.9871264768901327,3.26409676450554,-1.3779171141929598,-1.6420341100592415,2.9400206511123463,-0.32178845228503095,-18.454343018338413
924,-0.6465811091362634,-0.3374265224039574,1.2353785047591366,1.0672307987582708,0.08736032482008826,0.007560076250730814,6.67207194783335,-0.321214764501685,-18.452797621686543
1022,-0.9045281091560466,-1.0711469140689276,1.5334100335413459,2.08469875177108,-0.19206429140237824,0.1988912806160991,5.406479439843889,-0.32204967344261465,-18.447573118839586
930,-0.9505269584500318,-0.9087159708075578,1.3425520893844356,1.3830259997700296,0.024103661942140198,0.09570062185551166,6.676095244887136,-0.3215412754569302,-18.446106496897468
1334,-1.089515790061995,-1.272302160993533,1.5925617873132307,2.208673658688113,-0.20729636569857668,0.34190356758686613,5.520052066318713,-0.3209441014019705,-18.40059351301556
921,-0.6782104858352267,-0.31628882577552914,1.2499483890575829,1.006010124711324,0.0781928485781378,0.004609994849604318,6.632950993629219,-0.32014731701867744,-18.382211802507168
762,-1.008962581750644,-1.0034198045169127,1.910372869071475,2.0901339089095448,-0.5586417384943676,-0.6174938206468528,4.1539821686990654,-0.31448707511638535,-18.38125209890455
558,-2.288868706497143,-2.080278196559973,3.216765394448153,3.1278614508598026,-1.2092052302473426,-1.2301492490684025,3.3031710302257506,-0.32152950205842534,-18.37900611092695
490,-1.6480816381960617,-2.408146376674267,2.946788796148611,3.9118538674751497,-1.4268031560140233,-1.590191610079718,2.8463443550317344,-0.3203950569505452,-18.369612249050064
1726,-0.7399223692180303,-0.7520587505042188,1.1875475394812816,0.951141160447533,0.15345808414342466,0.07323874740656254,7.296924213130648,-0.321407557532798,-18.361329890085074
1021,-0.9496627905996964,-1.1465066001306103,1.5516817921835322,2.0876817969127877,-0.20168972496234638,0.18007842678142963,5.407938900241861,-0.32090883849900353,-18.35941826957443
1211,-1.3064753246022487,-1.821244971295123,1.8371657309910863,1.8202332793959104,-0.3883486089989068,-0.27264050489792324,4.930233882762776,-0.3197423865298361,-18.348236859065516
1094,-0.505467735227012,-0.45842140026893047,1.3326827331907345,1.5401939078279674,-0.0255469670062225,-0.04698585896572362,5.805809156213551,-0.31854945495215475,-18.34010431384023
761,-1.2048938230820379,-1.040761789849064,2.038265196436977,2.30628026981447,-0.6411581811949358,-0.8575244849744492,4.0644012500284745,-0.3352537010353625,-18.332690564082633
1333,-1.0224112916751043,-1.0630910926360546,1.5543725119268237,2.0875264436105674,-0.18751130463657906,0.27443416678566207,5.554719646347954,-0.32061482140016767,-18.327306965788736
1020,-0.9312782789728378,-1.1265412883170485,1.5446032494586137,2.0499490631192674,-0.19901204331663402,0.17062065425073028,5.405025795698609,-0.3192542482964198,-18.32060307653535
923,-0.5930231176376742,-0.274722993789175,1.2222033843532039,0.9909961358409096,0.09767340157211968,0.041859160961304466,6.660476647951998,-0.3201044119907301,-18.317445992419113
1442,-0.556022620803269,-0.3525333646598105,1.2904439352326351,1.4074982766134534,0.020894912973452806,-0.021248765465066804,6.1288487411151955,-0.3205263091165431,-18.313797830387017
1585,-0.6564506029639752,-0.7879127233138284,1.3789886188024532,1.6966022905467404,-0.0668111887099263,-0.10033219968144978,5.76439752180707,-0.31861114643857985,-18.294564331494335
1551,-0.792552727395996,-0.9305092707887977,1.4546353586698306,1.6741427719198516,-0.12219802665128232,-0.49822204077374327,5.592054545698187,-0.317844430256898,-18.288109699837328
1552,-0.7895404521949446,-0.9336506815454747,1.459331039659158,1.7265341161532746,-0.12739477974201763,-0.5422336419547746,5.562052022251283,-0.31777763361702976,-18.268637225981383
820,-1.1887148340910376,-1.4633871665570357,1.5006864629061878,1.4569708762044882,-0.07463275748073661,0.3054516234942946,6.355444907612666,-0.3203755517324879,-18.25628018133811
1332,-0.8445189361671959,-1.0480422742870765,1.4828116773211166,2.032097809635009,-0.1541353600218638,-0.11119124355673883,5.543716441000442,-0.3170107591418329,-18.24788719993794
922,-0.6548669687092,-0.253815794400944,1.2410383291426759,0.9659461017644401,0.08402266659730007,0.04251377052232521,6.647775570085914,-0.31960720199034626,-18.247764937273434
759,-0.8918776528086849,-0.9298544554895103,1.8988116878837475,2.1547455427854225,-0.5859692914309051,-0.9517926721058279,4.047364014887943,-0.3126567216768656,-18.24252260217631
1335,-1.1099913821648633,-1.5317436913655795,1.614839850844322,2.314614204879149,-0.2234557225457987,0.16052324637681092,5.457993773737468,-0.318581470582094,-18.216619569856643
1449,-0.9378173868959349,-0.6982303365353326,1.407490249545094,1.345772956901381,-0.04502112363464983,0.09205773201663454,6.189305970924144,-0.3167085436995544,-18.212229515042416
1049,-1.1158323067233122,-1.5061438822466562,1.611773632663083,2.100547051442501,-0.21553732397248404,0.4172861145849754,5.487880030900703,-0.3183655853414693,-18.196677058411332
1153,-1.7245001920237875,-1.8046592547932157,2.986207847440329,3.2726308615924746,-1.419062352040094,-1.9176728896467266,2.8706861821231544,-0.315654883984357,-18.1765375321948
1230,-0.24566005460142848,0.18073664849281887,1.3081834273035113,1.2433670306231785,0.013301938070489072,-0.0951342500743513,5.701457705976218,-0.31865873588542276,-18.160295618445524
1019,-0.9180668708416554,-1.09355864404989,1.5396309875219472,2.016179771262294,-0.19724187371593227,0.17318199351085536,5.402827281483033,-0.31698724125446776,-18.15440124177665
931,-0.9393704997091405,-0.9891732778104434,1.3384734586493767,1.4016736017941462,0.02631575946059561,0.11666397296935839,6.671616048266146,-0.31779680264144833,-18.151043522108818
1336,-1.1155281719206511,-1.5546165031639472,1.6239666895959202,2.269833258431033,-0.23054510392369343,0.04004485551292564,5.426249721808705,-0.3146296639372851,-18.102802370874695
890,-0.5806301466758856,-0.259131693796601,1.2639703462970209,1.1345222344828179,0.04781702060005921,-0.17196086752567005,6.341819360838903,-0.31591922584079746,-18.094056887099928
1584,-0.6793361380974909,-0.795479379390165,1.3869515197461142,1.6877474495944276,-0.07343180921676007,-0.10947532984341352,5.757832422387952,-0.31607880922125536,-18.093624420991706
1018,-0.9264878666310383,-1.1253821885548119,1.5424485438120408,2.017320123630055,-0.19882864605710604,0.1662144592624926,5.405907709404799,-0.31454410779503805,-18.05574022079026
1727,-0.7348450884081577,-0.767075664783723,1.1856086394956913,0.9302855031490469,0.15456815011994085,0.09743775529594603,7.299401894462093,-0.31575174766466263,-18.044524011989765
1441,-0.4685427746961636,-0.28845324205759465,1.2698144937822862,1.4033546633050284,0.03935836009727933,-0.01699011207487563,6.133524426362215,-0.31446735276711224,-18.04097497260168
758,-0.8819646706261253,-0.9195602419729803,1.8930746249140853,2.1050072221782368,-0.5830156718489574,-0.9221908839072464,4.05241125637601,-0.3096278405331349,-18.03376995954608
821,-1.2452115496166227,-1.5051398212585207,1.5294434746300174,1.4313116099464014,-0.08463297782468548,0.2406513460577875,6.367350023605232,-0.31271530512744966,-18.005224779993277
807,-0.7068089520530354,-0.539354030536536,1.3256947630083198,1.2764558548024143,-0.003902263808778894,-0.03860208900567211,6.173258662509203,-0.31366229789735844,-17.982182491946375
528,-0.9907375338730053,-1.1028913318882663,2.4864574505748727,3.1205501128509034,-1.21792910416645,-1.1515326777739008,2.9526491490406697,-0.31616715485101987,-17.970902373875077
1212,-1.3006783123578698,-1.6824918627425651,1.8216760086940185,1.7226194086554036,-0.3729178158142743,-0.2273610212387893,4.980196164632761,-0.31309507392782876,-17.97006948912147
1229,-0.26663337967986656,0.14775500178971654,1.3159831249269516,1.2388885623690296,0.003107815317933582,-0.03553127803000643,5.672093109731511,-0.3132652998953688,-17.962643736610264
1050,-0.980612779991511,-1.3586784486561572,1.5491448465048179,1.9437851688429697,-0.18698452681365185,0.35644616602616996,5.486505737449385,-0.3129822084107227,-17.960704842350857
932,-0.9604333630077463,-1.0361199489370272,1.3484309407563995,1.4009012752133447,0.02112700269073442,0.1390475618590069,6.663576641548627,-0.3127819857370423,-17.943373081512046
1092,-0.7377143293601487,-0.528967660908668,1.3980203677845409,1.5948667244493009,-0.07657054578193856,-0.023544564835116997,5.798623957506849,-0.3122457302421247,-17.941865653602733
1093,-0.611599534657693,-0.4916208269476982,1.3597745659180591,1.5934508616288423,-0.04908076271948181,0.038558231033692505,5.801372964144858,-0.3154707314077031,-17.903325214039686
1017,-0.9130215910061772,-1.2006043031577263,1.5356541805940407,2.039210130969217,-0.1950563845023161,0.13989388987958298,5.412274674736451,-0.31222272494947834,-17.8619993536035
489,-1.5413064043521871,-2.3342610130299013,2.8767590883047722,3.8717750653169087,-1.4116939358932459,-1.7495019284864135,2.8388470214332133,-0.3106615078903915,-17.84506146548332
1583,-0.6733571882088547,-0.8298210910725925,1.3867449258561007,1.6589162016653791,-0.07450642594208756,-0.1021981030325495,5.749019053821696,-0.3123412746796754,-17.80506623380506
889,-0.5563745815752766,-0.32964496195219956,1.2590681086230477,1.1734800687329687,0.05184336929409272,-0.15862902223752715,6.333622281490153,-0.3094151679249422,-17.80062372091419
1553,-0.8645539933551856,-0.9349812616264681,1.487022595172335,1.672592211982803,-0.14265207264207325,-0.46360183803775945,5.561223527977289,-0.315109500353434,-17.77938503570037
1450,-0.9355533947048369,-0.5444389290508401,1.4023028542015583,1.2452516289165572,-0.03976917059993457,0.07192477738313946,6.2167002187524325,-0.30965380870306547,-17.758926526299998
1015,-0.8891376843246159,-1.1547154777566062,1.5249560267052742,2.02098468989834,-0.18891431396314506,0.1444755302467057,5.41791637699903,-0.30731510747252183,-17.75188302904336
1337,-1.0928102645886715,-1.2758182449829771,1.6091630726084176,2.0815377953717356,-0.22150498758157178,0.15573862297408148,5.444437119250433,-0.3104725304190936,-17.740641167047634
1152,-1.5664433963574598,-1.8577672847598556,2.9140280426299894,3.2318340108916463,-1.4340758525500263,-2.0566333259859326,2.8121631638647786,-0.3095686755976491,-17.739145327441225
1051,-0.9674959069339218,-1.1984973347688,1.5417848731343033,1.8033923265387115,-0.18324566214399618,0.1754275329702705,5.495048733235704,-0.309299956908135,-17.73227203347074
1728,-0.7653675307854296,-0.759886186264377,1.1934880767502973,0.916488250402702,0.1502269000196209,0.08554178278053329,7.319835070464932,-0.30875079286428325,-17.721161930922534
757,-1.010115811352133,-0.9251907540642701,1.9592247279021842,2.186798080530636,-0.6275074111703631,-0.9263061053465773,4.018693984684936,-0.31120479341670254,-17.714661622367583
1331,-0.7304414303863792,-1.0743330577747168,1.4462013666367617,1.9847028638618247,-0.13503080178105198,-0.5325839016248117,5.526990114393355,-0.31032545393166927,-17.694133971650768
1091,-0.5160493107142292,-0.5088261885788713,1.3388976802980257,1.5365180068709512,-0.033474473213806144,-0.18362232970474068,5.784319634890213,-0.3079452323768956,-17.69402837755213
1016,-1.0409904433533954,-1.2262779404889401,1.5902521895654989,2.045452160547823,-0.2210439358637386,0.12031238420520897,5.41662869403377,-0.3098890800343467,-17.682176945125917
1228,-0.3478156834197181,0.11733294355484332,1.3358860289880756,1.2478841529574312,-0.0240366501543674,-0.03976149483849291,5.624833995046671,-0.30825862532619414,-17.66900285677624
1213,-1.1242163074431946,-1.4498968557828424,1.7109113100926163,1.710060112825025,-0.31791239342483,-0.28097168206471307,5.046857207179204,-0.30648826166206977,-17.599766250308488
1440,-0.45221252285556235,-0.2647435925605546,1.2668062697796478,1.3930747184296275,0.04186512393420405,-0.037180167638658446,6.131455411511571,-0.3072473061285004,-17.59974340870137
1338,-0.9095137652841834,-0.9561868149821784,1.5238055088688176,1.9263016805527098,-0.17910396524529415,0.34117803291482895,5.463990729642762,-0.30740503944092923,-17.587652370379796
1339,-0.913250855899321,-0.8551426353537601,1.5314845002425626,1.941199902090462,-0.186618690701444,0.34766979812332793,5.433291284491794,-0.30598335962511397,-17.587652370379796
1052,-0.9588486384822048,-1.1493917846769444,1.536769673726728,1.7939560002630002,-0.18134296830886099,0.06882699226852709,5.501735012108626,-0.3071226245397077,-17.57238931369183
1227,-0.318219537255682,0.03475085020419655,1.3422824091527443,1.3516430434884419,-0.030295014729593728,-0.1447889331487216,5.568274771441102,-0.3044062386478181,-17.57154836083185
801,-0.8945320027549222,-0.5760242261402896,1.445615300454067,1.308428177489503,-0.10162161011238702,-0.14238681984921195,5.85096267334625,-0.3046249166405071,-17.567759899598236
1341,-0.9025548703615935,-1.0146578646944162,1.5437706987596562,2.129251050649839,-0.20157341034271492,0.024936353472616513,5.352372173466091,-0.30502619130149955,-17.55758227907359
1582,-0.671076555198191,-0.852393993030069,1.384741960907387,1.6162679326829188,-0.07320479588682316,-0.09746281579785482,5.756357822475037,-0.30644094928314186,-17.546399822412543
1554,-0.7866847324709316,-0.9515776560309869,1.4468813701685537,1.5714314057972736,-0.11350992656077508,-0.2968658346950879,5.622089007627263,-0.30659044031443483,-17.535376720831344
933,-0.9143097733899093,-1.0552177116241195,1.3305152877623618,1.4072643017069462,0.02961095094207855,0.15978660638996228,6.65412740381867,-0.3068481285301021,-17.525229934407065
1053,-0.9538573706354568,-1.1834543219796863,1.5350328790478234,1.8763586002263712,-0.18132924641306292,0.13010547104176254,5.499799351156102,-0.3052322852801746,-17.483722659372642
1340,-0.8535381807371117,-0.9579704848962595,1.520420087907497,2.0727142864802395,-0.1871829549421784,0.1604732317748894,5.372868813453126,-0.3056038809003096,-17.45414699723854
802,-0.8991282904920627,-0.6062973808485649,1.437603667693795,1.3485678273884714,-0.0902389755681301,-0.011527312927905764,5.9079988302471405,-0.30749477705826794,-17.451149362028804
1451,-0.916392867806261,-0.441136948074628,1.4022422176306581,1.2847544906492165,-0.04393951244444194,0.009701146480037818,6.166482474459141,-0.3037772019116908,-17.43754153030005
1013,-0.9226863939299003,-1.0266591972320205,1.5364049745101047,1.9630275642015904,-0.19311161084654427,0.28914309687101464,5.42796729961781,-0.3021425368558722,-17.391872884547737
1054,-0.97953851871737,-1.2014408459304526,1.546970400066728,1.9255431173667288,-0.18730950363700938,0.2711456029992736,5.4951356949206165,-0.30301337188694777,-17.387401816156267
559,-2.207322611804944,-1.6037607699125198,3.124501267549798,3.1224035517730973,-1.1792167331002927,-1.3659914366824677,3.3232500480999643,-0.3038971542221294,-17.385159158003475
1343,-0.8836283066689381,-0.6399122179959205,1.5211565941237875,1.858595019920781,-0.18173083455019423,0.3485744628496289,5.425961848954151,-0.30177895334407806,-17.36886683428083
822,-1.2128267311905527,-1.4407232957009624,1.5113570292247172,1.4159801720373397,-0.07807888827601617,0.052110249430029065,6.370229689336514,-0.3044320547159518,-17.35489298469343
1330,-0.6088814567566367,-0.8790380207723469,1.406884874992822,1.8485609429743617,-0.10669416018965383,-0.6148905610855185,5.543383653175144,-0.301515162860795,-17.34057627962565
934,-0.9448663636442367,-1.038381083216168,1.344140083883584,1.43162662854036,0.022373162760486176,0.1840950706111362,6.646568921037071,-0.3005454102336529,-17.332325884509764
1014,-0.8527342619187853,-1.0500717605487535,1.5103483522323216,1.9844535864844979,-0.18039320784957114,0.2145270709628667,5.420564065724517,-0.30459652533004195,-17.33217348056934
888,-0.591603163602415,-0.35798026746121747,1.2682870511832811,1.2067536234526353,0.04411375760586922,-0.17771799098156169,6.331972096248527,-0.3039008941014155,-17.332066964591235
1729,-0.6939701545343981,-0.721071983397202,1.168132933845882,0.9321753901972932,0.1671309594044661,0.052444473171655494,7.3399771167342225,-0.3020707077138614,-17.313829439464584
1342,-0.8972197386284526,-0.8589302075482336,1.5333919032843286,2.01412897329902,-0.19148211552239647,0.1328794443370802,5.392286240132588,-0.30358344429783146,-17.295969127110734
1090,-0.5536460403877008,-0.43361233514266884,1.3520639159592038,1.4582380912321424,-0.04600610728280463,-0.3120238176114265,5.7606171615941335,-0.3028310043422408,-17.293388067338313
756,-1.0606467231182568,-0.9171686362177429,2.0012876140283713,2.27669843397594,-0.6642698679849666,-0.8911584284171907,3.9683052390910367,-0.3018164705272717,-17.293007408683597
1439,-0.3756090470318971,-0.31969349862314667,1.2554474753510925,1.4091303995916147,0.054517436203845415,-0.06755231483422174,6.114407884315351,-0.2998601430033609,-17.282253234274936
1151,-1.5923717783080806,-1.564891689976793,2.9168068673809007,2.9565698108537717,-1.4232271640952021,-2.0173505307280624,2.8327247801321147,-0.3026063876610403,-17.235176286853463
1214,-0.9572475139002641,-1.1986653442198245,1.6205269448198296,1.7663127796315856,-0.2681285183349875,-0.3288544063451287,5.104168823383903,-0.30138472478952916,-17.22745824231258
1345,-0.9690965637802105,-0.9091646384400334,1.5810855840021594,2.0153423987295787,-0.22764012128499433,0.19444895645848612,5.306275461816547,-0.2996360586743244,-17.222797733886072
804,-0.6215741616983126,-0.3794715771356871,1.3248223575681917,1.2879438841672703,-0.009661161594144652,0.1499941366546834,6.02209925918733,-0.29368448263873637,-17.221893655468882
1581,-0.647088885131804,-0.8375949877592315,1.37432087741595,1.57113237093432,-0.06506506799674683,-0.112136347748632,5.775337691922486,-0.2996752885213355,-17.21660510072519
1356,-0.46102968172394976,-0.9147047229434837,1.320408659826606,1.7391745008305262,-0.009059270015840504,-0.1077299772066229,5.8213594328487535,-0.29636192202874023,-17.215815417657502
1008,-0.9841652642585412,-1.2611697971464793,1.5522324161432928,2.083610336472708,-0.1949227171211907,0.3736357627178279,5.478750184626355,-0.3001788589513048,-17.20679882985499
1055,-0.8878632962170329,-1.1603630321763923,1.5086091068317142,1.8740483225597817,-0.16714924480406546,0.33052208156021395,5.497036031778148,-0.30074470320842267,-17.201763004623842
1257,-0.9710276819337497,-1.3138333952410657,1.2959061897512731,1.4727830691140595,0.08242560265266641,0.13845700108599743,7.117354963570457,-0.3004851317968642,-17.195838744092924
1009,-1.0361169792951763,-1.357818053226093,1.5789359237014935,2.0572962752468995,-0.20954704371293698,0.34680582372633045,5.461618262615456,-0.2997627606843186,-17.191246191626274
488,-1.5079226083794623,-2.272888815076217,2.8575196781764607,3.822392484009269,-1.40966274312252,-1.5786786965040855,2.8343307014476764,-0.3003845655840008,-17.181068345983395
527,-0.8782936450608472,-0.8529727220411581,2.4241256583947113,2.9394460703031617,-1.176674629826842,-1.130446157966676,2.975777451565169,-0.29540153790688883,-17.17477514773313
1007,-0.9345958559704187,-1.1486387196002166,1.5271658503186163,2.0790721781455455,-0.18025632181209938,0.3792521688771882,5.498764712907862,-0.29997385911511903,-17.16838529145056
1011,-1.0000468640401017,-1.2809149311177512,1.5658967748115253,1.9876642790997867,-0.20553220420825302,0.32780203247221956,5.445375354610184,-0.2994375628328145,-17.16414436018723
1056,-0.8970769391154699,-1.1031566671656337,1.5105943809959874,1.774467040082238,-0.16732734948780026,0.24509750933864968,5.5054788447982475,-0.2987223529246654,-17.163668507116522
1012,-0.8733917557509451,-1.127451439388623,1.5147909710579734,1.9662511659202342,-0.18064049317949582,0.32665047778555273,5.437709800489442,-0.30035964830306255,-17.161524840516808
1226,-0.40041755105495946,-0.1081712433968025,1.363119492840661,1.5266946632411191,-0.0564134212544074,-0.3019723468431397,5.528377311114725,-0.3016180221359496,-17.159312529750956
